date,time,room,caller,symbol,side,strike,expiry,dte,their_price,qty,outcome,reason,detail,our_fill,slip_abs,slip_pct,posted_at,seen_at,sent_at,filled_at,read_ms,decide_ms,fill_ms,total_ms,bid,ask,spread_pct,delta,iv,live,coid,ledger_key,in_ledger,source,raw,caller_strike,caller_expiry,our_limit,tier,confidence,how_recovered,source_line
2026-08-24,15:58,ZT fut-6,The Pawn (The Market Bishop),WMT,CALLS,108,2026-09-11,,,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  '@everyone I'm Entering Option: WMT 108 C 9/11 Entr'  ->  BTO WMT $108C 9/11,,,,F-airead,high,AI READ of the room's own words,AI READ  '@everyone I'm Entering Option: WMT 108 C 9/11 Entr'  ->  BTO WMT $108C 9/11
2026-08-25,09:36,ZT top-flow,Bullwinkle,NVDA,CALLS,220,,,3.35,,PULLBACK touched,PULLBACK touched,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'NVDA | $220 C 3.35 ON THE BREAK OF $212.20'  ->  BTO NVDA $220C @ 3.35,,,,C-linked(F-airead),medium,"pullback arm linked to the F-airead line 1 s earlier, same symbol AND same direction","PULLBACK NVDA CALL: stock at 212.25, waiting for a dip to $212 (600s window)"
2026-08-25,09:36,ZT top-flow,Bullwinkle,NVDA,CALLS,212.5,2026-08-28,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:E-order,ORDER IN BUY 1 NVDA 212.5C 2026-08-28 @ 6.23  [stop 5.61 born with it],,,6.23,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 NVDA 212.5C 2026-08-28 @ 6.23  [stop 5.61 born with it]
2026-08-25,09:37,RWGates,TradeLikeGates,META,CALLS,570,2026-08-26,,5.15,,OTHER refusal,OTHER refusal,META,,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN META (TradeLikeGates's call) 570C 26/8 x1 @ 5.15  ->  26/8 isn't a real date. Nothing was sent.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN META (TradeLikeGates's call) 570C 26/8 x1 @ 5.15  ->  26/8 isn't a real date. Nothing was sent.
2026-08-25,09:38,,,AMD,CALLS,490,,,5.3,,BUYING POWER too small,BUYING POWER too small,"AMD (needs $530, had $73)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  AMD — that one costs $530 and you've got $73 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  AMD — that one costs $530 and you've got $73 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,09:38,,,SOFI,CALLS,20,2027-01-15,,2.1,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,"AI READ  'added $SOFI 20 calls 1/15/27,avg @ 2.10 @Premium'  ->  adding SOFI $20C 1/15/27 @ 2.1",,,,F-airead,high,AI READ of the room's own words,"AI READ  'added $SOFI 20 calls 1/15/27,avg @ 2.10 @Premium'  ->  adding SOFI $20C 1/15/27 @ 2.1"
2026-08-25,09:39,Honeydrip daytrades,Unraveller,MSFT,PUTS,485,2026-08-28,,,1,BUYING POWER too small,BUYING POWER too small,"MSFT (needs $460, had $73)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  MSFT — that one costs $460 and you've got $73 to spend. Skipped on purpose — no order was sent and you're not in it.,,,5.42,A,high,the REFUSED line in trades.log,PULLBACK refused up front  MSFT — that one costs $460 and you've got $73 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,09:40,Honeydrip daytrades,,TSLA,PUTS,345,2026-08-28,,4,,BUYING POWER too small,BUYING POWER too small,"TSLA (needs $400, had $73)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  TSLA — that one costs $400 and you've got $73 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  TSLA — that one costs $400 and you've got $73 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,09:42,,,UPS,CALLS,105,2026-09-18,,,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'Starters in UPS 105 C 9/18 @everyone'  ->  BTO UPS $105C 9/18,,,,F-airead,high,AI READ of the room's own words,AI READ  'Starters in UPS 105 C 9/18 @everyone'  ->  BTO UPS $105C 9/18
2026-08-25,09:51,,,AAOI,CALLS,120,2026-08-28,,3.15,,OTHER refusal,OTHER refusal,AAOI,,,,,,,,,,,,,,,,,,,,False,trades.log,"REFUSED  OPEN AAOI (The Pawn (The Market Bishop)'s call) 120C 8/28 x1 @ 3.15  ->  the spread on AAOI260828C00115000 is 4.60/5.10 — $50 a contract to cross it, over your cap ($48 for a contract this price). Nothing was sent.",,,,A,high,the REFUSED line in trades.log,"REFUSED  OPEN AAOI (The Pawn (The Market Bishop)'s call) 120C 8/28 x1 @ 3.15  ->  the spread on AAOI260828C00115000 is 4.60/5.10 — $50 a contract to cross it, over your cap ($48 for a contract this price). Nothing was sent."
2026-08-25,09:52,,Bullwinkle,COIN,CALLS,182.5,2026-08-28,,3.23,,BUYING POWER too small,BUYING POWER too small,"COIN (needs $552, had $404)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN COIN (Bullwinkle's call) 182.5C 2026-08-28 x1 @ 3.23  ->  that one costs $552 and you've got $404 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN COIN (Bullwinkle's call) 182.5C 2026-08-28 x1 @ 3.23  ->  that one costs $552 and you've got $404 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,09:59,,,UBER,CALLS,80,2026-09-18,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'I’m in 80 C 9/18s for uber'  ->  BTO UBER $80C 9/18,,,3.12,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 UBER 80C 2026-09-18 @ 3.12  [stop 2.81 born with it]
2026-08-25,10:00,ZT opt-5,,SPCX,CALLS,140,2026-08-28,,2.80,,BUYING POWER too small,BUYING POWER too small,"SPCX (needs $338, had $9)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN SPCX (The Pawn (The Market Bishop)'s call) 140C 8/28 x1 @ 2.80  ->  that one costs $338 and you've got $9 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN SPCX (The Pawn (The Market Bishop)'s call) 140C 8/28 x1 @ 2.80  ->  that one costs $338 and you've got $9 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,10:01,Honeydrip daytrades,,MSFT,,,,,,,PULLBACK never hit,PULLBACK never hit,MSFT ($489),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK MSFT: never touched $489 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK MSFT: never touched $489 in 10 min — skipped, as designed"
2026-08-25,10:11,,,AAPL,PUTS,310,2026-08-28,,3.16,,BUYING POWER too small,BUYING POWER too small,"AAPL (needs $316, had $110)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  AAPL — that one costs $316 and you've got $110 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  AAPL — that one costs $316 and you've got $110 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,10:22,,,QQQ,CALLS,714,2026-08-25,,0.7,,BUYING POWER too small,BUYING POWER too small,"QQQ (needs $70, had $39)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  QQQ — that one costs $70 and you've got $39 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  QQQ — that one costs $70 and you've got $39 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,10:28,,,QQQ,PUTS,710,2026-08-25,,1.57,,BUYING POWER too small,BUYING POWER too small,"QQQ (needs $157, had $54)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  QQQ — that one costs $157 and you've got $54 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  QQQ — that one costs $157 and you've got $54 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,10:41,,,SPY,PUTS,764,2026-08-25,,,,PULLBACK never hit,PULLBACK never hit,,,,,,,,,,,,,,,,,,,,,False,trades.log:C-linked(F-airead),"PULLBACK SPY PUT: stock at 764.58, waiting for a bounce to $765 (600s window)",,,,C-linked(F-airead),medium,"pullback arm linked to the F-airead line 0 s earlier, same symbol AND same direction","PULLBACK SPY PUT: stock at 764.58, waiting for a bounce to $765 (600s window)"
2026-08-25,10:42,,,QQQ,PUTS,710,2026-08-25,,1.57,,PULLBACK never hit,PULLBACK never hit,QQQ ($711),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK QQQ: never touched $711 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK QQQ: never touched $711 in 10 min — skipped, as designed"
2026-08-25,10:44,,,AAPL,PUTS,310,2026-08-28,,3.05,,BUYING POWER too small,BUYING POWER too small,"AAPL (needs $305, had $86)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  AAPL — that one costs $305 and you've got $86 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  AAPL — that one costs $305 and you've got $86 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,10:47,Honeydrip daytrades,,TSLA,PUTS,345,2026-08-28,,3.5,,BUYING POWER too small,BUYING POWER too small,"TSLA (needs $350, had $86)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  TSLA — that one costs $350 and you've got $86 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  TSLA — that one costs $350 and you've got $86 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,10:51,,,SPY,PUTS,764,2026-08-25,,,,PULLBACK never hit,PULLBACK never hit,SPY ($765),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK SPY: never touched $765 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK SPY: never touched $765 in 10 min — skipped, as designed"
2026-08-25,11:03,,,SPY,,,,,,,PULLBACK never hit,PULLBACK never hit,SPY ($764),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK SPY: never touched $764 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK SPY: never touched $764 in 10 min — skipped, as designed"
2026-08-25,11:14,Honeydrip daytrades,,MSFT,,,,,,,PULLBACK never hit,PULLBACK never hit,MSFT ($488),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK MSFT: never touched $488 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK MSFT: never touched $488 in 10 min — skipped, as designed"
2026-08-25,11:16,Honeydrip daytrades,Unraveller,PLTR,CALLS,175,2026-09-04,,5.55,,BUYING POWER too small,BUYING POWER too small,"PLTR (needs $555, had $66)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN PLTR (Unraveller's call) 175C 9/4 x1 @ 5.55  ->  that one costs $555 and you've got $66 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN PLTR (Unraveller's call) 175C 9/4 x1 @ 5.55  ->  that one costs $555 and you've got $66 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,11:38,Honeydrip daytrades,Brett,TSLA,PUTS,345,2026-08-28,,2.8,,PULLBACK touched,PULLBACK touched,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  '@Brett (Admin) in TSLA 8/28 345P @ 2.8 @everyone'  ->  BTO TSLA $345P 8/28 @ 2.8,,,,C-linked(F-airead),high,"pullback arm linked to the F-airead line 0 s earlier, same symbol AND same direction","PULLBACK TSLA PUT: stock at 352.87, waiting for a bounce to $353 (600s window)"
2026-08-25,11:38,Honeydrip daytrades,Brett,TSLA,PUTS,352.5,2026-08-28,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:E-order,ORDER IN BUY 1 TSLA 352.5P 2026-08-28 @ 5.98  [stop 5.38 born with it],,,5.98,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 TSLA 352.5P 2026-08-28 @ 5.98  [stop 5.38 born with it]
2026-08-25,11:39,Honeydrip daytrades,Unraveller,MSFT,PUTS,487.5,2026-08-28,,4.45,,BUYING POWER too small,BUYING POWER too small,"MSFT (needs $460, had $245)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN MSFT (Unraveller's call) 487.5P 8/28 x1 @ 4.45  ->  that one costs $460 and you've got $245 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN MSFT (Unraveller's call) 487.5P 8/28 x1 @ 4.45  ->  that one costs $460 and you've got $245 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,12:01,,,SPY,CALLS,766,2026-08-25,,0.45,,PULLBACK never hit,PULLBACK never hit,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  '@everyone BTO SPY 766C 0dte @0.45 quick scalp © 20'  ->  BTO SPY $766C 0DTE @ 0.45,,,,C-linked(F-airead),high,"pullback arm linked to the F-airead line 1 s earlier, same symbol AND same direction","PULLBACK SPY CALL: stock at 765.53, waiting for a dip to $765 (600s window)"
2026-08-25,12:37,Honeydrip daytrades,,MSFT,PUTS,485,2026-08-28,,2.9,,PULLBACK never hit,PULLBACK never hit,,,,,,,,,,,,,,,,,,,,,False,trades.log:C-linked(F-airead),"PULLBACK MSFT PUT: stock at 489.58, waiting for a bounce to $490 (600s window)",,,,C-linked(F-airead),medium,"pullback arm linked to the F-airead line 0 s earlier, same symbol AND same direction","PULLBACK MSFT PUT: stock at 489.58, waiting for a bounce to $490 (600s window)"
2026-08-25,12:47,Honeydrip daytrades,,MSFT,PUTS,485,2026-08-28,,2.9,,PULLBACK never hit,PULLBACK never hit,MSFT ($490),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK MSFT: never touched $490 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK MSFT: never touched $490 in 10 min — skipped, as designed"
2026-08-25,13:27,ZT opt-2,are alerts,SLV,CALLS,63,2026-09-18,,2.45,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'OPEN $SLV $63 call 9/18 @ 2.45 (same smaller size)'  ->  BTO SLV $63C 9/18 @ 2.45,,,,F-airead,high,AI READ of the room's own words,AI READ  'OPEN $SLV $63 call 9/18 @ 2.45 (same smaller size)'  ->  BTO SLV $63C 9/18 @ 2.45
2026-08-25,13:27,ZT opt-2,are alerts,SLV,CALLS,62.5,2026-09-18,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:E-order,ORDER IN BUY 1 SLV 62.5C 2026-09-18 @ 2.79  [stop 2.51 born with it],,,2.79,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 SLV 62.5C 2026-09-18 @ 2.79  [stop 2.51 born with it]
2026-08-25,13:39,ZT opt-5,EvaPanda Alerts,SPCX,CALLS,150,2026-09-04,,2.83,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  '@everyone Open BTO SPCX 09/04/2026 150C @ 2.83 (Sw'  ->  BTO SPCX $150C 09/04/2026 @ 2.83,,,,F-airead,high,AI READ of the room's own words,AI READ  '@everyone Open BTO SPCX 09/04/2026 150C @ 2.83 (Sw'  ->  BTO SPCX $150C 09/04/2026 @ 2.83
2026-08-25,13:39,ZT opt-5,EvaPanda Alerts,SPCX,CALLS,139,2026-09-04,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:E-order,ORDER IN BUY 1 SPCX 139C 2026-09-04 @ 5.26,,,5.26,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 SPCX 139C 2026-09-04 @ 5.26
2026-08-25,13:42,ZT top-flow,,NVDA,,,,,,,PULLBACK never hit,PULLBACK never hit,NVDA ($212),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK NVDA: never touched $212 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK NVDA: never touched $212 in 10 min — skipped, as designed"
2026-08-25,13:44,ZT opt-5,EvaPanda Alerts,SPCX,CALLS,145,2026-09-04,,2.83,,BUYING POWER too small,BUYING POWER too small,"SPCX (needs $537, had $180)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN SPCX (EvaPanda Alerts's call) 145C 9/4/2026 x1 @ 2.83  ->  that one costs $537 and you've got $180 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN SPCX (EvaPanda Alerts's call) 145C 9/4/2026 x1 @ 2.83  ->  that one costs $537 and you've got $180 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,13:49,,,AMD,CALLS,500,2026-08-28,,3.05,,BUYING POWER too small,BUYING POWER too small,"AMD (needs $305, had $180)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  AMD — that one costs $305 and you've got $180 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  AMD — that one costs $305 and you've got $180 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,13:58,Option Alerts,TradingTheTrend,SMCI,CALLS,50,2026-11-20,,2.73,,BUYING POWER too small,BUYING POWER too small,"SMCI (needs $613, had $180)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN SMCI (TradingTheTrend's call) 50C 11/20 x1 @ 2.73  ->  that one costs $613 and you've got $180 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN SMCI (TradingTheTrend's call) 50C 11/20 x1 @ 2.73  ->  that one costs $613 and you've got $180 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-25,14:03,ZT swing-1,Clutch Trades,SMR,CALLS,10,2026-09-04,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  '@everyone Swing: 9/04 SMR 10C .54 Grabeed HALF POS'  ->  BTO SMR $10C 9/04,,,0.57,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 SMR 10C 2026-09-04 @ 0.57  [stop 0.51 born with it]
2026-08-25,14:18,,,SPX,CALLS,7675,2026-08-25,,0.85,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'BTO $SPX 7675 08/25 @0.85 EOD LOTTO Do not play lo'  ->  BTO SPX $7675C 08/25 @ 0.85,,,,F-airead,high,AI READ of the room's own words,AI READ  'BTO $SPX 7675 08/25 @0.85 EOD LOTTO Do not play lo'  ->  BTO SPX $7675C 08/25 @ 0.85
2026-08-25,15:56,,,NVO,CALLS,50,2026-09-18,,1.11,,OTHER refusal,OTHER refusal,NVO,,,,,,,,,,,,,,,,,,,,False,trades.log,"REFUSED  OPEN NVO (The Pawn (The Market Bishop)'s call) 50C 9/18 x1 @ 1.11  ->  the spread on NVO260918C00049000 is 1.45/1.84 — 24% of the price (20% cap). A fill inside that is an instant paper loss, so nothing was sent. (Their call may be fine; this contract just isn't tradeable at a sane price ri",,,,A,high,the REFUSED line in trades.log,"REFUSED  OPEN NVO (The Pawn (The Market Bishop)'s call) 50C 9/18 x1 @ 1.11  ->  the spread on NVO260918C00049000 is 1.45/1.84 — 24% of the price (20% cap). A fill inside that is an instant paper loss, so nothing was sent. (Their call may be fine; this contract just isn't tradeable at a sane price ri"
2026-08-25,15:58,,,COPX,CALLS,100,2026-09-18,,3.25,,OTHER refusal,OTHER refusal,COPX,,,,,,,,,,,,,,,,,,,,False,trades.log,"REFUSED  OPEN COPX (The Pawn (The Market Bishop)'s call) 100C 9/18 x1 @ 3.25  ->  the spread on COPX260918C00097000 is 3.80/4.70 — 21% of the price (20% cap). A fill inside that is an instant paper loss, so nothing was sent. (Their call may be fine; this contract just isn't tradeable at a sane price",,,,A,high,the REFUSED line in trades.log,"REFUSED  OPEN COPX (The Pawn (The Market Bishop)'s call) 100C 9/18 x1 @ 3.25  ->  the spread on COPX260918C00097000 is 3.80/4.70 — 21% of the price (20% cap). A fill inside that is an instant paper loss, so nothing was sent. (Their call may be fine; this contract just isn't tradeable at a sane price"
2026-08-25,15:59,ZT opt-7,The Pawn (The Market Bishop),CDE,CALLS,22.5,2026-09-18,,1.1,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  '@everyone I'm Entering Option: CDE 22.5 C 9/18 Ent'  ->  BTO CDE $22.5C 9/18 @ 1.1,,,,F-airead,high,AI READ of the room's own words,AI READ  '@everyone I'm Entering Option: CDE 22.5 C 9/18 Ent'  ->  BTO CDE $22.5C 9/18 @ 1.1
2026-08-25,15:59,ZT opt-7,The Pawn (The Market Bishop),CDE,CALLS,22,2026-09-18,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:E-order,ORDER IN BUY 1 CDE 22C 2026-09-18 @ 1.39  [stop 1.25 born with it],,,1.39,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 CDE 22C 2026-09-18 @ 1.39  [stop 1.25 born with it]
2026-08-25,15:59,Option Alerts,TradingTheTrend,SPY,CALLS,772,2026-09-01,,2.25,,BUYING POWER too small,BUYING POWER too small,"SPY (needs $515, had $504)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN SPY (TradingTheTrend's call) 772C 9/01 x1 @ 2.25  ->  that one costs $515 and you've got $504 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN SPY (TradingTheTrend's call) 772C 9/01 x1 @ 2.25  ->  that one costs $515 and you've got $504 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-26,09:32,,,USAR,CALLS,20,2026-09-18,,,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,"AI READ  'added $USAR 20 calls 9/18 @Premium,'  ->  adding USAR $20C 9/18",,,,F-airead,high,AI READ of the room's own words,"AI READ  'added $USAR 20 calls 9/18 @Premium,'  ->  adding USAR $20C 9/18"
2026-08-26,09:36,Honeydrip daytrades,Unraveller,SPY,PUTS,766,2026-08-27,,3.18,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  '@Unraveller (Admin)🔮 in SPY 8/27 766P @ 3.18 @ever'  ->  BTO SPY $766P 8/27 @ 3.18,,,3.24,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 SPY 766P 2026-08-27 @ 3.24  [stop 2.90 born with it]
2026-08-26,09:38,,,SPCX,CALLS,140,2026-08-26,,1.31,,alert read,alert read,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  '@everyone 📊 ALERTS 📊 ALERTS Lotto Trade — RISKY Sm'  ->  BTO SPCX $140C 08/26/2026 @ 1.31,,,,F-airead,high,AI READ of the room's own words,AI READ  '@everyone 📊 ALERTS 📊 ALERTS Lotto Trade — RISKY Sm'  ->  BTO SPCX $140C 08/26/2026 @ 1.31
2026-08-26,09:39,ZT top-flow,Bullwinkle,TSLA,PUTS,335,2026-08-28,,2.15,,BUYING POWER too small,BUYING POWER too small,"TSLA (needs $542, had $436)",,,,,,,,,,,,,,,,,,,,False,trades.log,REFUSED  OPEN TSLA (Bullwinkle's call) 335P 2026-08-28 x1 @ 2.15  ->  that one costs $542 and you've got $436 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,REFUSED  OPEN TSLA (Bullwinkle's call) 335P 2026-08-28 x1 @ 2.15  ->  that one costs $542 and you've got $436 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-26,09:46,ZT top-flow,Bullwinkle,TSLA,PUTS,340,,,4.9,,PULLBACK touched,PULLBACK touched,,,,,,,,,,,,,,,,,,,,,False,trades.log:F-airead,AI READ  'TSLA | $340 P NEXT WEEK 4.90'  ->  BTO TSLA $340P next week @ 4.9,,,,C-linked(F-airead),medium,"pullback arm linked to the F-airead line 3 s earlier, same symbol AND same direction","PULLBACK TSLA PUT: stock at 350.42, waiting for a bounce to $351 (600s window)"
2026-08-26,09:47,ZT top-flow,Bullwinkle,TSLA,PUTS,350,2026-08-28,,,1,order-sent,order-sent,,,,,,,,,,,,,,,,,,,,,False,trades.log:E-order,ORDER IN BUY 1 TSLA 350P 2026-08-28 @ 5.26  [stop 4.70 born with it],,,5.26,E-order,high,"the bot's own ORDER IN line — resolved contract, real date",ORDER IN BUY 1 TSLA 350P 2026-08-28 @ 5.26  [stop 4.70 born with it]
2026-08-26,09:50,ZT top-flow,bullwinkle0001,TSLA,PUTS,345,2026-08-28,,,1,OTHER refusal,OTHER refusal,TSLA,,,,,,,,,,,,,,,,,,,,False,trades.log,"REFUSED  CLOSE TSLA (bullwinkle0001's call) 342.5P x1  ->  they didn't say which expiry, so there's no way to know which contract they meant. Nothing was sent.",,,4.24,A,high,the REFUSED line in trades.log,"REFUSED  CLOSE TSLA (bullwinkle0001's call) 342.5P x1  ->  they didn't say which expiry, so there's no way to know which contract they meant. Nothing was sent."
2026-08-26,09:55,Honeydrip daytrades,Unraveller,SPY,PUTS,767,2026-08-27,,3.02,,BUYING POWER too small,BUYING POWER too small,SPY,,,,,,,,,,,,,,,,,,,,False,trades.log,"ERROR    CLOSE SPY (Unraveller's call) 767P 8/27 x1  ->  HTTP Status: 417, Code: OPENAPI_DAY_BUYING_POWER_INSUFFICIENT, Msg: Buying power is insufficient. Please cancel open buy orders (if any) and try again., RequestID: 2c6b8487-7dac-45cc-be68-afc381d843f3",,,,A,high,the REFUSED line in trades.log,"ERROR    CLOSE SPY (Unraveller's call) 767P 8/27 x1  ->  HTTP Status: 417, Code: OPENAPI_DAY_BUYING_POWER_INSUFFICIENT, Msg: Buying power is insufficient. Please cancel open buy orders (if any) and try again., RequestID: 2c6b8487-7dac-45cc-be68-afc381d843f3"
2026-08-26,09:57,Honeydrip daytrades,,SPY,,,,,,,PULLBACK never hit,PULLBACK never hit,SPY ($767),,,,,,,,,,,,,,,,,,,,False,trades.log,"PULLBACK SPY: never touched $767 in 10 min — skipped, as designed",,,,A,high,the REFUSED line in trades.log,"PULLBACK SPY: never touched $767 in 10 min — skipped, as designed"
2026-08-26,10:10,,,AAPL,CALLS,312.5,2026-08-28,,2.69,,BUYING POWER too small,BUYING POWER too small,"AAPL (needs $1345, had $604)",,,,,,,,,,,,,,,,,,,,False,trades.log,PULLBACK refused up front  AAPL — that one costs $1345 and you've got $604 to spend. Skipped on purpose — no order was sent and you're not in it.,,,,A,high,the REFUSED line in trades.log,PULLBACK refused up front  AAPL — that one costs $1345 and you've got $604 to spend. Skipped on purpose — no order was sent and you're not in it.
