ts,date,time,room,caller,kind,symbol,side,strike,expiry_raw,expiry_resolved,occ,their_price,their_stop,their_target,msg_type,links_to,confidence,clue,already_in_master_alerts,source_file,source_message_verbatim
2026-08-26 09:46:41,2026-08-26,09:46:41,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,SPY,PUT,767.0,8/27,2026-08-27,SPY260827P00767000,,,,entry,,high,"expiry ""8/27"" written in the message",yes,signal-room-chat Aug-26-2026.txt,@Unraveller (Admin)🔮 loading SPY 8/27 767P @here
2026-08-26 09:47:01,2026-08-26,09:47:01,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,SPY,PUT,767.0,8/27,2026-08-27,SPY260827P00767000,3.02,,,entry,,high,"expiry ""8/27"" written in the message",yes,signal-room-chat Aug-26-2026.txt,@Unraveller (Admin)🔮 in SPY 8/27 767p @ 3.02 @everyone
2026-08-26 09:47:07,2026-08-26,09:47:07,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades #987515353670221834,👑KingBeeAri🐝,option,UPS,CALL,105.0,9/18,2026-09-18,UPS260918C00105000,,,,exit,2026-08-25 09:42:36,medium,"management message; ticker UPS named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-25 09:42:36",no,signal-room-chat Aug-26-2026.txt,Again trim if you haven’t… let’s see what else we can get out of UPS
2026-08-26 09:48:00,2026-08-26,09:48:00,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,CALL,352.5,,,,2.07,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-26-2026.txt,@Owner Alerts Entry Contract: TSLA $352.5c Price: $2.07 Comments:none
2026-08-26 09:49:31,2026-08-26,09:49:31,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,CALL,352.5,,,,,,,exit,2026-08-26 09:48:00,medium,"management message; ticker TSLA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 09:48:00",no,signal-room-chat Aug-26-2026.txt,@Owner Alerts Comment Closed TSLA there got a good push but barely missed TP
2026-08-26 09:49:43,2026-08-26,09:49:43,Summit Trading Strategies: 📌｜alert-room #642437862930907158,TradeLikeGates,option,MSFT,,,,,,,,,exit,,medium,"management message; ticker MSFT named, contract details come from the linked entry",no,signal-room-chat Aug-26-2026.txt,@here $MSFT entry / exit for 20% every time all three times
2026-08-26 09:49:56,2026-08-26,09:49:56,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Brett,option,AAPL,CALL,310.0,8/28,2026-08-28,AAPL260828C00310000,,,,entry,,high,"expiry ""8/28"" written in the message",no,signal-room-chat Aug-26-2026.txt,@Brett (Admin) loading AAPL 8/28 310C @here
2026-08-26 09:50:22,2026-08-26,09:50:22,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,SPY,PUT,767.0,8/27,2026-08-27,SPY260827P00767000,,,,trim,2026-08-26 09:47:01,medium,"management message; ticker SPY named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 09:47:01",yes,signal-room-chat Aug-26-2026.txt,@Unraveller (Admin)🔮 trimming SPY @ 9% @everyone
2026-08-26 09:50:36,2026-08-26,09:50:36,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,SPY,PUT,767.0,8/27,2026-08-27,SPY260827P00767000,,,,trim,2026-08-26 09:47:01,medium,"management message; ticker SPY named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 09:47:01",yes,signal-room-chat Aug-26-2026.txt,@Unraveller (Admin)🔮 trimming SPY @ 12% @everyone
2026-08-26 09:52:30,2026-08-26,09:52:30,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,CALL,352.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-26-2026.txt,"@Owner Alerts Comment TSLA $352.5c on watch again, be careful contracts are absolutely insane moving right now"
2026-08-26 09:53:20,2026-08-26,09:53:20,ZTRADEZ (OPTIONS & STOCKS): 🚀︱guru-futures #1251181965252755517,Market Guru™ Alerts,future,MNQ,LONG,,,,,29280.0,29240,,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Aug-26-2026.txt,@everyone Ticker: MNQ LONG Entry: 29280 Stoploss: 29240
2026-08-26 09:53:42,2026-08-26,09:53:42,OWLS Capital: 🌟｜vix-insights #1519715923752128572,TheArchitech (HS Specialist),option,ALAB,CALL,310.0,9/4,2026-09-04,ALAB260904C00310000,,,,entry,,high,"expiry ""9/4"" written in the message",no,signal-room-chat Sep-10-2026 (discord).txt,"LOTTOS: CRDO 245C, ALAB 310C, ARM 265C, NVTS 14.5C(9/4)"
2026-08-26 09:53:42,2026-08-26,09:53:42,OWLS Capital: 🌟｜vix-insights #1519715923752128572,TheArchitech (HS Specialist),option,ARM,CALL,265.0,9/4,2026-09-04,ARM260904C00265000,,,,entry,,high,"expiry ""9/4"" written in the message",no,signal-room-chat Sep-10-2026 (discord).txt,"LOTTOS: CRDO 245C, ALAB 310C, ARM 265C, NVTS 14.5C(9/4)"
2026-08-26 09:53:42,2026-08-26,09:53:42,OWLS Capital: 🌟｜vix-insights #1519715923752128572,TheArchitech (HS Specialist),option,CRDO,CALL,245.0,,,,,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Sep-10-2026 (discord).txt,"LOTTOS: CRDO 245C, ALAB 310C, ARM 265C, NVTS 14.5C(9/4)"
2026-08-26 09:53:42,2026-08-26,09:53:42,OWLS Capital: 🌟｜vix-insights #1519715923752128572,TheArchitech (HS Specialist),option,NVTS,CALL,14.5,9/4,2026-09-04,NVTS260904C00014500,,,,entry,,high,"expiry ""9/4"" written in the message",no,signal-room-chat Sep-10-2026 (discord).txt,"LOTTOS: CRDO 245C, ALAB 310C, ARM 265C, NVTS 14.5C(9/4)"
2026-08-26 09:54:28,2026-08-26,09:54:28,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades #987515353670221834,👑KingBeeAri🐝,option,UPS,CALL,105.0,9/18,2026-09-18,UPS260918C00105000,,,,trim,2026-08-25 09:42:36,medium,"management message; ticker UPS named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-25 09:42:36",no,signal-room-chat Aug-26-2026.txt,UPS could get to 109… imma hold these runners and see. It’s risk free @here
2026-08-26 09:54:29,2026-08-26,09:54:29,ZTRADEZ (OPTIONS & STOCKS): 🚀︱guru-futures #1251181965252755517,Market Guru™ Alerts,future,MNQ,,,,,,,,,trim,2026-08-26 09:53:20,low,management wording but no ticker in the message; linked by the caller's last open trade in this room; symbol MNQ taken from the linked entry,no,signal-room-chat Aug-26-2026.txt,@everyone 19 points trim !
2026-08-26 09:55:08,2026-08-26,09:55:08,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,SPY,PUT,767.0,8/27,2026-08-27,SPY260827P00767000,,,,exit,2026-08-26 09:47:01,medium,"management message; ticker SPY named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 09:47:01",yes,signal-room-chat Aug-26-2026.txt,@Unraveller (Admin)🔮 all out of SPY @everyone
2026-08-26 09:56:06,2026-08-26,09:56:06,VeroTrade: ✅⏐1k-challenge #1323708708374450247,Vero,option,QQQ,CALL,713.0,8/26,2026-08-26,QQQ260826C00713000,,,,entry,,high,"expiry ""8/26"" written in the message",no,signal-room-chat Aug-26-2026.txt,QQQ 713C 8/26 1.55 2 CONTRACTS @vero-alerts
2026-08-26 09:57:09,2026-08-26,09:57:09,ZTRADEZ (OPTIONS & STOCKS): 🚀︱guru-futures #1251181965252755517,Market Guru™ Alerts,future,MNQ,,,,,,,,,trim,2026-08-26 09:53:20,low,management wording but no ticker in the message; linked by the caller's last open trade in this room; symbol MNQ taken from the linked entry,no,signal-room-chat Aug-26-2026.txt,@everyone 50 points trim 2 !
2026-08-26 09:57:39,2026-08-26,09:57:39,TradingTheTrend: 🚨option-alerts🚨 #769797179992571914,TradingTheTrend,option,SPY,CALL,772.0,9/01,2026-09-01,SPY260901C00772000,2.37,,,exit,2026-08-25 15:59:06,high,"expiry ""9/01"" written in the message",yes,signal-room-chat Aug-26-2026.txt,STC SPY 9/01 772c @ 2.37 partial taking some lunch money in this crappy PA. Not sure how much we can get here today
2026-08-26 09:59:07,2026-08-26,09:59:07,BOKA Trading: 🚨︱option-alerts #1288291150083653652,JonnyOptions,option,RXT,,,,,,,,,trim,,medium,"management message; ticker RXT named, contract details come from the linked entry",no,signal-room-chat Aug-26-2026.txt,trimming $RXT at 20% @Premium
2026-08-26 10:00:48,2026-08-26,10:00:48,ZTRADEZ (OPTIONS & STOCKS): ◽︱😈demon #874280313038192670,Demon Alerts,option,QQQ,PUT,708.0,08/26,2026-08-26,QQQ260826P00708000,0.8,,,entry,,high,"expiry ""08/26"" written in the message",yes,signal-room-chat Aug-26-2026.txt,BTO $QQQ 708p 08/26 @0.80 Riskier @everyone
2026-08-26 10:05:02,2026-08-26,10:05:02,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,MSFT,PUT,495.0,8/28,2026-08-28,MSFT260828P00495000,,,,entry,,high,"expiry ""8/28"" written in the message",no,signal-room-chat Aug-26-2026.txt,@Unraveller (Admin)🔮 loading MSFT 8/28 495P @here
2026-08-26 10:07:10,2026-08-26,10:07:10,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Brett,option,AAPL,CALL,312.5,8/28,2026-08-28,AAPL260828C00312500,,,,entry,,high,"expiry ""8/28"" written in the message",no,signal-room-chat Aug-26-2026.txt,@Brett (Admin) loading AAPL 8/28 312.5C @here
2026-08-26 10:10:43,2026-08-26,10:10:43,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Brett,option,AAPL,CALL,312.5,8/28,2026-08-28,AAPL260828C00312500,2.69,,,entry,,high,"expiry ""8/28"" written in the message",no,signal-room-chat Aug-26-2026.txt,@Brett (Admin) in AAPL 8/28 312.5C @ 2.69 @everyone
2026-08-26 10:11:21,2026-08-26,10:11:21,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Brett,option,AAPL,CALL,312.5,8/28,2026-08-28,AAPL260828C00312500,,,,trim,2026-08-26 10:10:43,medium,"management message; ticker AAPL named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 10:10:43",no,signal-room-chat Aug-26-2026.txt,@Brett (Admin) trimming AAPL @ 11% @everyone
2026-08-26 10:11:39,2026-08-26,10:11:39,BOKA Trading: 🚨︱option-alerts #1288291150083653652,JonnyOptions,option,USAR,,,,,,,,,exit,,medium,"management message; ticker USAR named, contract details come from the linked entry",no,signal-room-chat Aug-26-2026.txt,out of the rest of my $USAR @Premium
2026-08-26 10:12:00,2026-08-26,10:12:00,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Brett,option,AAPL,CALL,312.5,8/28,2026-08-28,AAPL260828C00312500,,,,trim,2026-08-26 10:10:43,medium,"management message; ticker AAPL named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 10:10:43",no,signal-room-chat Aug-26-2026.txt,@Brett (Admin) trimming AAPL @ 16% @everyone
2026-08-26 10:12:32,2026-08-26,10:12:32,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Brett,option,AAPL,CALL,312.5,8/28,2026-08-28,AAPL260828C00312500,,,,trim,2026-08-26 10:10:43,medium,"management message; ticker AAPL named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 10:10:43",no,signal-room-chat Aug-26-2026.txt,@Brett (Admin) trimming AAPL @ 19% @everyone
2026-08-26 10:12:54,2026-08-26,10:12:54,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,SPY,PUT,767.0,8/27,2026-08-27,SPY260827P00767000,2.9,,,entry,,high,"expiry ""8/27"" written in the message",yes,signal-room-chat Aug-26-2026.txt,@Unraveller (Admin)🔮 in SPY 8/27 767P @ 2.90 @everyone
2026-08-26 10:13:30,2026-08-26,10:13:30,TradingTheTrend: 🚨option-alerts🚨 #769797179992571914,TradingTheTrend,option,SPY,CALL,772.0,9/01,2026-09-01,SPY260901C00772000,2.15,,,exit,2026-08-25 15:59:06,high,"expiry ""9/01"" written in the message",yes,signal-room-chat Aug-26-2026.txt,"STC SPY 9/01 772c @ 2.15 alright I am not gonna hold through this today I cut the rest, Will get back in if PA gets better or we can break some levels"
2026-08-26 10:13:31,2026-08-26,10:13:31,this room #538375487,🎙 (2593) Discord | Live Trading | Honey Dr,option,CAN,,,,,,,,,trim,,medium,"management message; ticker CAN named, contract details come from the linked entry",no,signal-room-chat Aug-26-2026.txt,"If you have a better entry, you can already take trims, guys. Okay?"
2026-08-26 10:19:46,2026-08-26,10:19:46,VeroTrade: ✅⏐1k-challenge #1323708708374450247,Vero,option,SPY,PUT,766.0,8/26,2026-08-26,SPY260826P00766000,,,,entry,,high,"expiry ""8/26"" written in the message",no,signal-room-chat Aug-26-2026.txt,SPY 766P 8/26 1.35 2 CONTRACTS @vero-alerts
2026-08-26 10:21:28,2026-08-26,10:21:28,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,SPY,PUT,767.0,8/27,2026-08-27,SPY260827P00767000,,,,trim,2026-08-26 10:12:54,medium,"management message; ticker SPY named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 10:12:54",yes,signal-room-chat Aug-26-2026.txt,@Unraveller (Admin)🔮 trimming SPY @everyone
2026-08-26 10:22:43,2026-08-26,10:22:43,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,SPY,PUT,767.0,8/27,2026-08-27,SPY260827P00767000,,,,trim,2026-08-26 10:12:54,medium,"management message; ticker SPY named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 10:12:54",yes,signal-room-chat Aug-26-2026.txt,@Unraveller (Admin)🔮 trimming more SPY @ 13% @everyone
2026-08-26 10:24:18,2026-08-26,10:24:18,VeroTrade: ✅⏐1k-challenge #1323708708374450247,@vero-alerts,option,SPY,,,,,,1.7,,,trim,,medium,"management message; ticker SPY named, contract details come from the linked entry",no,signal-room-chat Aug-26-2026.txt,SPY TRIM 1/2 @ 1.70 SL @ KEY LEVEL @vero-alerts
2026-08-26 10:24:47,2026-08-26,10:24:47,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,SPY,PUT,767.0,8/27,2026-08-27,SPY260827P00767000,,,,trim,2026-08-26 10:12:54,medium,"management message; ticker SPY named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 10:12:54",yes,signal-room-chat Aug-26-2026.txt,@Unraveller (Admin)🔮 trimming more SPY @ 18% @everyone
2026-08-26 10:24:58,2026-08-26,10:24:58,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,PUT,345.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-26-2026.txt,@Owner Alerts Comment TSLA $345p on watch
2026-08-26 10:26:30,2026-08-26,10:26:30,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,SPY,PUT,767.0,8/27,2026-08-27,SPY260827P00767000,,,,trim,2026-08-26 10:12:54,medium,"management message; ticker SPY named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 10:12:54",yes,signal-room-chat Aug-27-2026.txt,@Unraveller (Admin)🔮 trimming more SPY @ 25% @everyone
2026-08-26 10:27:04,2026-08-26,10:27:04,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,PUT,345.0,,,,1.68,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-27-2026.txt,@Owner Alerts Entry Contract: TSLA $345p Price: $1.68 Comments:RISKY
2026-08-26 10:27:18,2026-08-26,10:27:18,VeroTrade: ✅⏐1k-challenge #1323708708374450247,Vero,option,SPY,PUT,766.0,8/26,2026-08-26,SPY260826P00766000,2.01,,,trim,2026-08-26 10:19:46,medium,"management message; ticker SPY named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 10:19:46",no,signal-room-chat Aug-27-2026.txt,SPY OUT @ 2.01 Left a runner in personal @vero-alerts
2026-08-26 10:27:29,2026-08-26,10:27:29,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,SPY,PUT,767.0,8/27,2026-08-27,SPY260827P00767000,,,,trim,2026-08-26 10:12:54,medium,"management message; ticker SPY named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 10:12:54",yes,signal-room-chat Aug-27-2026.txt,@Unraveller (Admin)🔮 trimming more SPY @ 28% @everyone
2026-08-26 10:28:29,2026-08-26,10:28:29,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Unraveller,option,SPY,PUT,767.0,8/27,2026-08-27,SPY260827P00767000,,,,trim,2026-08-26 10:12:54,medium,"management message; ticker SPY named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 10:12:54",yes,signal-room-chat Aug-27-2026.txt,@Unraveller (Admin)🔮 trimming more SPY @ 30% @everyone
2026-08-26 10:30:09,2026-08-26,10:30:09,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Brett,option,AAPL,CALL,312.5,8/28,2026-08-28,AAPL260828C00312500,,,,exit,2026-08-26 10:10:43,medium,"management message; ticker AAPL named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 10:10:43",no,signal-room-chat Aug-27-2026.txt,@Brett (Admin) all out of AAPL @everyone
2026-08-26 10:30:37,2026-08-26,10:30:37,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,CALL,352.5,,,,,,,exit,2026-08-26 09:48:00,medium,"management message; ticker TSLA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 09:48:00",no,signal-room-chat Aug-27-2026.txt,@Owner Alerts Comment Closed TSLA there thats all for today team
2026-08-26 10:32:07,2026-08-26,10:32:07,ZTRADEZ (OPTIONS & STOCKS): 🔸︱🦺clutchinvestments #1389300087829827745,Clutch Trades,option,SMR,,,,,,,,,add,,medium,"management message; ticker SMR named, contract details come from the linked entry",no,signal-room-chat Aug-27-2026.txt,@everyone Added to SMR .33 Avg .43 IG: ClutchInvestments
2026-08-26 10:34:36,2026-08-26,10:34:36,ZTRADEZ (OPTIONS & STOCKS): ◽︱namrood-options #1471700027662405712,Namrood-BOT,option,AMZN,CALL,260.0,8/28,2026-08-28,AMZN260828C00260000,,,,commentary,,medium,"expiry ""8/28"" written in the message; watchlist wording, no fill stated",no,signal-room-chat Aug-27-2026.txt,@Namrood-Bot 💎 PREMIUM ALERT 💎 PREMIUM ALERT Idea Watching AMZN 260 call 8/28 @Namrood - Live trades dashboard @ZTRADEZ (OPTIONS & STOCKS) | Wednesday - 08-26-2026 10:34 AM EST @ZTRADEZ (OPTIONS & STOCKS) | Wednesday - 08-26-2026 10:34 AM EST
2026-08-26 10:36:44,2026-08-26,10:36:44,ZTRADEZ (OPTIONS & STOCKS): ◽︱namrood-options #1471700027662405712,Namrood-BOT,option,AMZN,CALL,260.0,8/28/2026,2026-08-28,AMZN260828C00260000,,,,entry,,high,"expiry ""8/28/2026"" written in the message",no,signal-room-chat Aug-27-2026.txt,@Namrood-Bot 💎 PREMIUM ALERT 💎 PREMIUM ALERT Lotto Trade — RISKY Take 265 if u want AMZN 260 call 8/28/2026 $2.09 Size for what you can afford to lose --- 1% of your account balance. Manage your risk! @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Wednesday - 08-26-2026 10:36 AM EST @ZTRADEZ (OPTIONS & STOCKS) | Wednesday - 08-26-2026 10:36 AM EST
2026-08-26 10:38:25,2026-08-26,10:38:25,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps #829754942817828884,Mike,option,AMZN,CALL,260.0,8/28,2026-08-28,AMZN260828C00260000,,,,entry,,high,"expiry ""8/28"" written in the message",no,signal-room-chat Aug-27-2026.txt,@Mike (Admin) loading AMZN 8/28 260C @here
2026-08-26 10:43:58,2026-08-26,10:43:58,ELITE OPTIONS: 🔔︱shoofs-trade-alerts #1368263191632543956,Elite Options | Shoof,option,META,CALL,590.0,8/28,2026-08-28,META260828C00590000,4.05,,,exit,,high,"expiry ""8/28"" written in the message",no,signal-room-chat Sep-10-2026 (discord).txt,@Elite ALERT SOLD | META 8/28 590C at 4.05 (1/2)
2026-08-26 10:50:34,2026-08-26,10:50:34,VeroTrade: ✅⏐1k-challenge #1323708708374450247,Vero,option,SPY,PUT,766.0,8/26,2026-08-26,SPY260826P00766000,,,,trim,2026-08-26 10:19:46,medium,"management message; ticker SPY named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 10:19:46",no,signal-room-chat Aug-27-2026.txt,SPY OUT RUNNER @vero-alerts
2026-08-26 11:01:50,2026-08-26,11:01:50,ELITE OPTIONS: 🔔︱brandos-trade-alerts #1286022517869514874,EliteOptions | Brando,option,META,CALL,600.0,AUG 28,2026-08-28,META260828C00600000,4.4,,,entry,,high,"expiry ""AUG 28"" written in the message",no,signal-room-chat Sep-10-2026 (discord).txt,@Elite BOUGHT | BOUGHT** | META AUG 28 600C $4.40 roll w profits
2026-08-26 11:13:51,2026-08-26,11:13:51,ZTRADEZ (OPTIONS & STOCKS): ◽︱jpm-investments #1331631786068938813,JpmInvestments,option,SPY,PUT,765.0,08/26,2026-08-26,SPY260826P00765000,,,,entry,,high,"expiry ""08/26"" written in the message",no,signal-room-chat Aug-28-2026.txt,@everyone Open SPY 08/26 765P @.87 Jpm Options | For Informational Purposes Only –
2026-08-26 15:59:29,2026-08-26,15:59:29,ZTRADEZ (OPTIONS & STOCKS): ◽︱♟market-bishop #1239624229583061052,The Pawn (The Market Bishop),option,MSFT,CALL,505.0,9/11,2026-09-11,MSFT260911C00505000,6.7,,,entry,,high,"expiry ""9/11"" written in the message",no,signal-room-chat Aug-27-2026.txt,@everyone I'm Entering Option: MSFT 505 C 9/11 Entry: 6.70 Notes: ROSKY How I Trade The Market Bishop Trade Idea's Disclaimer Twitter: @TheMarketBishop | I want to be the greatest•Yesterday at 3:59 PM
2026-08-27 03:37:15,2026-08-27,03:37:15,High Risk #whop:/firststeptrading/exp_hpXJymtw0yMqzB/app,Felony,future,NQ,LONG,,,,,29535.0,29485,,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Aug-31-2026.txt,"Long NQ @ 29535 Stop 29485 Higher risk here as I am chasing a bit but like that we filled the gap an held PDH made a nice HL here off that 29500 so using that as structure for stop. In lightly, would add to this if we can get a better entry/setup. This is a higher risk entry."
2026-08-27 09:33:37,2026-08-27,09:33:37,Platinum Trading: 🟣│equity #983807207625859143,@Equity Alerts,equity,CRWD,LONG,,,,,214.5,203.98,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-27-2026.txt,NEW ENTRY IDEA Swing Trade Idea $CRWD Entry: 214.50 (break) Levels: 216 / 218 / 220 / 225 / 230 / 240+ ⭕️ SL: 203.98 1/4 position ER Day 2 Entry @MrMTrades
2026-08-27 09:37:57,2026-08-27,09:37:57,OWLS Capital: 🌟｜tt #1270064409691291774,@TT alerts,option,MU,,,,,,,,,exit,,medium,"management message; ticker MU named, contract details come from the linked entry",no,signal-room-chat Sep-10-2026 (discord).txt,Inkedcapital Inkedcapital Out of remaining MU Gotta love an almost 6% knife off open Pretty much cash now Official TT alert bot. For informational purposes only
2026-08-27 10:05:48,2026-08-27,10:05:48,Platinum Trading: 🟣│equity #983807207625859143,@Equity Alerts,equity,TWLO,LONG,,,,,238.0,230,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-31-2026.txt,NEW ENTRY IDEA Swing Trade Idea $TWLO Entry: 238 Levels: 242 / 245 / 250 / 255 / 260+ ⭕️ SL: 230 1/4 position @MrMTrades
2026-08-27 10:06:57,2026-08-27,10:06:57,ZTRADEZ (OPTIONS & STOCKS): ◽︱jpm-investments #1331631786068938813,JpmInvestments,option,SPY,CALL,769.0,08/27,2026-08-27,SPY260827C00769000,1.05,,,exit,2026-08-26 11:13:51,high,"expiry ""08/27"" written in the message",no,signal-room-chat Aug-27-2026.txt,@everyone Close SPY 08/27 769C @1.05 (All out) Jpm Options | For Informational Purposes Only –
2026-08-27 10:09:36,2026-08-27,10:09:36,ZTRADEZ (OPTIONS & STOCKS): 🔸︱🏰king-maker #1061980561293443152,King Maker Bot,option,SOFI,CALL,18.0,08/28,2026-08-28,SOFI260828C00018000,10.0,,,trim,,high,"expiry ""08/28"" written in the message",no,signal-room-chat Aug-27-2026.txt,@everyone SOFI 08/28 $18 Calls runners hit +200% today! @1KingMaker1 - For Educational Purposes Only!•Today at 10:09 AM
2026-08-27 10:09:36,2026-08-27,10:09:36,ZTRADEZ (OPTIONS & STOCKS): 🔸︱🏰king-maker #1061980561293443152,King Maker Bot,option,SOFI,CALL,18.0,08/28,2026-08-28,SOFI260828C00018000,10.0,,,trim,,high,"expiry ""08/28"" written in the message",no,signal-room-chat Aug-28-2026.txt,@everyone SOFI 08/28 $18 Calls runners hit +200% today! @1KingMaker1 - For Educational Purposes Only!•Yesterday at 10:09 AM
2026-08-27 10:09:36,2026-08-27,10:09:36,ZTRADEZ (OPTIONS & STOCKS): 🔸︱🏰king-maker #1061980561293443152,King Maker Bot,option,SOFI,CALL,18.0,08/28,2026-08-28,SOFI260828C00018000,,,,trim,,high,"expiry ""08/28"" written in the message",no,signal-room-chat Aug-31-2026.txt,"@everyone SOFI 08/28 $18 Calls runners hit +200% today! @1KingMaker1 - For Educational Purposes Only!•8/27/26, 10:09 AM"
2026-08-27 10:15:57,2026-08-27,10:15:57,ZTRADEZ (OPTIONS & STOCKS): 🟢︱🏆top-flow #829352738239414332,TSLA,option,TSLA,CALL,360.0,SEPT 4,2026-09-04,TSLA260904C00360000,,,,entry,,high,"expiry ""SEPT 4"" written in the message",no,signal-room-chat Aug-27-2026.txt,"TSLA | 5.95 OUT TSLA bullwinkle0001000 , 🟢 **TSLA | 360 C SEPT 4 5...."
2026-08-27 10:19:50,2026-08-27,10:19:50,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,CALL,352.5,,,,,,,exit,2026-08-26 09:48:00,medium,"management message; ticker TSLA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-08-26 09:48:00",no,signal-room-chat Aug-27-2026.txt,@Owner Alerts Comment Closed TSLA there as expected follow through was hot garbage
2026-08-27 10:24:13,2026-08-27,10:24:13,Summit Trading Strategies: 📌｜alert-room #642437862930907158,TradeLikeGates,option,NVDA,,,,,,,,,exit,,medium,"management message; ticker NVDA named, contract details come from the linked entry",no,signal-room-chat Aug-27-2026.txt,@here $NVDA entry / exit for a loss failed to hold over HOD break
2026-08-27 10:38:31,2026-08-27,10:38:31,ZTRADEZ (OPTIONS & STOCKS): 🔸︱🦺clutchinvestments #1389300087829827745,Clutch Trades,option,RIOT,CALL,21.5,8/28,2026-08-28,RIOT260828C00021500,,,,entry,,high,"expiry ""8/28"" written in the message",no,signal-room-chat Aug-27-2026.txt,@everyone 8/28 RIOT 21.5C .60 IG: ClutchInvestments
