date,entry_time,event_time,room,caller,symbol,contract,entry,event,reported_exit,reported_pct,profit_per_contract,calculated_pct,implied_exit,trim_size,basis,raw
2026-09-03,09:53:02,10:09:57,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Brett (Admin),AMD,AMD 452.5P 1DTE @ 4.12,4.12,partial trim,,32.0,,,5.438400000000001,,caller-stated,"Mike (Admin): Mike (Admin) ADMINS — 10:09 AM Thursday, September 3, 2026 at 10:09 AM So far 32% on AMD. Using 446.70 as trail now @here"
2026-09-03,10:17:23,10:20:03,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,HOOD,HOOD 130C 9/11,,partial trim,,15.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 10:20 AM ] Thursday, September 3, 2026 at 10:20 AM 15% already on HOOD @here"
2026-09-03,10:17:23,10:20:19,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,HOOD,HOOD 130C 9/11,,partial trim,,,,,,,caller trim; price unavailable,"👑KingBeeAri🐝: [ 10:20 AM ] Thursday, September 3, 2026 at 10:20 AM Trim if you need it"
2026-09-03,10:06:43,10:20:47,VeroTrade: ✅⏐1k-challenge,Vero,SPY,SPY 768P 9/3 @ 1.07,1.07,full exit,,,,,,,caller exit; price unavailable,"Vero: Vero [PAID], Server Tag: PAID PAID SPY 768P 9/3 1.07 2 CONTRACTS @vero-alerts Vero [PAID], Server Tag: PAID PAID Owner — 10:20 AM Thursday, September 3, 2026 at 10:20 AM SPY OUT @vero-alerts"
2026-09-03,10:17:23,10:26:20,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,HOOD,HOOD 130C 9/11,,partial trim,,28.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 10:26 AM ] Thursday, September 3, 2026 at 10:26 AM Hood 28% trim @everyone"
2026-09-03,10:17:23,10:27:15,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,HOOD,HOOD 130C 9/11,,partial trim,,37.0,,,,0.5,caller-stated,"👑KingBeeAri🐝: [ 10:27 AM ] Thursday, September 3, 2026 at 10:27 AM 37% trim half @here"
2026-09-03,10:17:23,10:27:58,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,HOOD,HOOD 130C 9/11,,partial trim,,,,,,,caller trim; price unavailable,"👑KingBeeAri🐝: [ 10:27 AM ] Thursday, September 3, 2026 at 10:27 AM Trim most leave runners"
2026-09-03,10:17:23,10:32:42,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,HOOD,HOOD 130C 9/11,,partial trim,,43.0,,,,,caller-stated,"👑KingBeeAri🐝: 👑KingBeeAri🐝 [DRIP], Server Tag: DRIP DRIP OWNER🤴🏾 — 10:32 AM Thursday, September 3, 2026 at 10:32 AM 43% HOOD banger! @here"
2026-09-03,10:17:23,10:33:33,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,HOOD,HOOD 130C 9/11,,partial trim,,50.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 10:33 AM ] Thursday, September 3, 2026 at 10:33 AM 50% HOOD @here"
2026-09-03,10:12:54,10:34:08,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ Manager,SPY,SPY 767P 0DTE,,partial trim,,5.08,,,,0.5,caller-stated,ZTRADEZ Manager: @​everyone 📊 ALERTS 📊 ALERTS Close or Trim & Set SL to BE CLOSED SOME AT BE - HOLDING HALF [1;30;47mSPY 767P 2026-09-03 0.5900 → 0.62 P/L: +5.08% ($3.00)[0m @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Thursday - 09-03-2026 10:34 AM EST @ZTRADEZ (OPTIONS & STOCKS) | Thursday - 09-03-2026 10:34 AM EST
2026-09-03,10:12:54,10:35:12,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ Manager,SPY,SPY 767P 0DTE,,partial trim,,25.42,,,,,caller-stated,ZTRADEZ Manager: @​everyone 📊 ALERTS 📊 ALERTS Close or Trim & Set SL to BE CLOSED MORE [1;30;47mSPY 767P 2026-09-03 0.5900 → 0.74 P/L: +25.42% ($15.00)[0m @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Thursday - 09-03-2026 10:35 AM EST @ZTRADEZ (OPTIONS & STOCKS) | Thursday - 09-03-2026 10:35 AM EST
2026-09-03,10:14:00,10:35:13,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,WMT,WMT 108C 9/25,,partial trim,,10.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 10:35 AM ] Thursday, September 3, 2026 at 10:35 AM WMT 10% @here"
2026-09-03,09:53:02,10:39:02,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Brett (Admin),AMD,AMD 452.5P 1DTE @ 4.12,4.12,partial trim,,10.0,,,4.532000000000001,,caller-stated,"Unraveller (Admin)🔮: Unraveller (Admin)🔮 ADMINS — 10:39 AM Thursday, September 3, 2026 at 10:39 AM Trimmed 10% @here"
2026-09-03,09:53:02,10:40:38,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Brett (Admin),AMD,AMD 452.5P 1DTE @ 4.12,4.12,partial trim,,23.0,,,5.0676,,caller-stated,"Unraveller (Admin)🔮: [ 10:40 AM ] Thursday, September 3, 2026 at 10:40 AM 23% @here"
2026-09-03,10:14:00,10:45:38,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,WMT,WMT 108C 9/25,,partial trim,,15.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 10:45 AM ] Thursday, September 3, 2026 at 10:45 AM 15% WMT @everyone"
2026-09-03,10:14:00,10:51:54,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,WMT,WMT 108C 9/25,,partial trim,,,,,,,caller trim; price unavailable,"👑KingBeeAri🐝: 👑KingBeeAri🐝 [DRIP], Server Tag: DRIP DRIP OWNER🤴🏾 — 10:51 AM Thursday, September 3, 2026 at 10:51 AM Feel free to trim WMT @here"
2026-09-03,10:14:00,10:54:02,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,WMT,WMT 108C 9/25,,partial trim,25.0,25.0,,,,0.5,caller-stated,"👑KingBeeAri🐝: [ 10:54 AM ] Thursday, September 3, 2026 at 10:54 AM Out of half of WMT @ 25% @here"
2026-09-03,09:38:34,10:55:07,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,AAPL,AAPL 325P 9/11 @ 3.53,3.53,full exit,,,,,,,caller exit; price unavailable,"Unraveller (Admin)🔮: [ 10:55 AM ] Thursday, September 3, 2026 at 10:55 AM Tbh may signal aapl later. Its selling now so keep cons loaded"
2026-09-03,09:41:58,10:55:52,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ Manager,TSLA,TSLA 400C @ 3.65,3.65,partial trim,,,,,,,caller trim; price unavailable,"👑KingBeeAri🐝: [ 10:55 AM ] Thursday, September 3, 2026 at 10:55 AM Trimming TSLA @here"
2026-09-03,10:36:45,10:59:10,VeroTrade: ✅⏐1k-challenge,Vero,QQQ,QQQ 712P 9/3 @ 1.28,1.28,full exit,1.0,,,-21.875000000000004,,,caller-stated,"Vero: Vero [PAID], Server Tag: PAID PAID QQQ 712P 9/3 1.28 2 CONTRACTS @vero-alerts Vero [PAID], Server Tag: PAID PAID — 9/3/26, 10:59 AM Thursday, September 3, 2026 at 10:59 AM QQQ OUT SL @ KEY LEVEL @vero-alerts 1 Add Reaction"
2026-09-03,10:54:45,11:00:11,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ Manager,NVDA,NVDA 235C @ 1.38,1.38,partial trim,,,,,,0.5,caller trim; price unavailable,"ZTRADEZ Manager: ZTRADEZ Manager APP — 11:00 AM Thursday, September 3, 2026 at 11:00 AM :SirenRed: NVDA | 1.46 OUT HALF"
2026-09-03,10:54:45,11:00:43,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ Manager,NVDA,NVDA 235C @ 1.38,1.38,full exit,1.0,,,-27.536231884057965,,,caller-stated,"ZTRADEZ Manager: [ 11:00 AM ] Thursday, September 3, 2026 at 11:00 AM :SirenRed: NVDA | 1.48 OUT ALL BUT 1"
2026-09-03,10:14:00,11:02:23,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,WMT,WMT 108C 9/25,,partial trim,,30.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 11:02 AM ] Thursday, September 3, 2026 at 11:02 AM 30% WMT @here"
2026-09-03,10:17:23,11:05:43,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,HOOD,HOOD 130C 9/11,,partial trim,,,,,,,caller trim; price unavailable,"👑KingBeeAri🐝: [ 11:05 AM ] Thursday, September 3, 2026 at 11:05 AM Again trim and trail. Swinging runners"
2026-09-03,09:41:58,11:08:34,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ Manager,TSLA,TSLA 400C @ 3.65,3.65,partial trim,,,,,,0.5,caller trim; price unavailable,"👑KingBeeAri🐝: 👑KingBeeAri🐝 [DRIP], Server Tag: DRIP DRIP OWNER🤴🏾 — 11:08 AM Thursday, September 3, 2026 at 11:08 AM Trimmed half of TSLA @here"
2026-09-03,10:17:23,11:08:52,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,HOOD,HOOD 130C 9/11,,partial trim,,18.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 11:08 AM ] Thursday, September 3, 2026 at 11:08 AM 18%"
2026-09-03,10:14:00,11:10:15,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,WMT,WMT 108C 9/25,,partial trim,,,,,,,caller trim; price unavailable,"👑KingBeeAri🐝: [ 11:10 AM ] Thursday, September 3, 2026 at 11:10 AM Down to runners on WMT trimming most @everyone"
2026-09-03,10:14:00,11:14:51,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,WMT,WMT 108C 9/25,,partial trim,,47.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 11:14 AM ] Thursday, September 3, 2026 at 11:14 AM 47% WMT @everyone"
2026-09-03,09:41:58,11:18:19,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ Manager,TSLA,TSLA 400C @ 3.65,3.65,full exit,,,,,,,caller exit; price unavailable,"👑KingBeeAri🐝: [ 11:18 AM ] Thursday, September 3, 2026 at 11:18 AM Out of the rest of TSLA @here"
2026-09-03,11:36:37,11:51:46,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ BOT,SPY,SPY 772P 09/03 @ 0.80,0.8,full exit,,,,,,,caller exit; price unavailable,"ZTRADEZ BOT: [ 11:51 AM ] Thursday, September 3, 2026 at 11:51 AM Forwarded @everyone Close SPY 09/03 772P @.58 Jpm Options | For Informational Purposes Only – Not Financial Advice•Today at 11:51 AM #◽︱jpm-investments • 11:51 AM"
2026-09-03,11:36:37,11:57:10,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ BOT,SPY,SPY 772P 09/03 @ 0.80,0.8,full exit,,,,,,,caller exit; price unavailable,"ZTRADEZ BOT: [ 11:57 AM ] Thursday, September 3, 2026 at 11:57 AM Forwarded @everyone EXIT Small gain, lunch time now so I wouldn’t play any retest 09/03/26 • 11:57 AM EDT #◽︱🎰sir-goldman • 11:57 AM"
2026-09-03,09:53:02,12:03:28,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Brett (Admin),AMD,AMD 452.5P 1DTE @ 4.12,4.12,full exit,,-9.0,,,3.7492,,caller-stated,"Unraveller (Admin)🔮: Unraveller (Admin)🔮 ADMINS — 12:03 PM Thursday, September 3, 2026 at 12:03 PM -9% stopped out @here"
2026-09-03,12:06:20,12:09:00,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Brett (Admin),SPY,SPY 774P 1DTE @ 2.60,2.6,partial trim,,8.0,,,2.8080000000000003,,caller-stated,"Unraveller (Admin)🔮: Unraveller (Admin)🔮 ADMINS — 12:09 PM Thursday, September 3, 2026 at 12:09 PM Trimmed at 8%. Will hold rest following trails @here"
2026-09-03,11:36:37,12:09:22,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ BOT,SPY,SPY 772P 09/03 @ 0.80,0.8,partial trim,,6.63,,,0.85304,,caller-stated,"ZTRADEZ Manager: @Namrood-Bot 💎 PREMIUM ALERT 💎 PREMIUM ALERT Close or Trim & Set SL to BE Trimming ,ost [1;30;47mC 139P 2026-09-04 1.6600 → 1.77 P/L: +6.63% ($11.00)[0m @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Thursday - 09-03-2026 12:09 PM EST @ZTRADEZ (OPTIONS & STOCKS) | Thursday - 09-03-2026 12:09 PM EST"
2026-09-03,12:06:20,12:12:34,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Brett (Admin),SPY,SPY 774P 1DTE @ 2.60,2.6,partial trim,,9.0,,,2.8340000000000005,,caller-stated,"Brett (Admin): Brett (Admin) ADMINS — 12:12 PM Thursday, September 3, 2026 at 12:12 PM Took trims for me at 8-9% as well. This is a pure reversion setup."
2026-09-03,12:06:20,12:27:15,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Brett (Admin),SPY,SPY 774P 1DTE @ 2.60,2.6,partial trim,,13.0,,,2.9379999999999997,,caller-stated,"Unraveller (Admin)🔮: [ 12:27 PM ] Thursday, September 3, 2026 at 12:27 PM 13% @here"
2026-09-03,09:53:02,12:40:38,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Brett (Admin),AMD,AMD 452.5P 1DTE @ 4.12,4.12,partial trim,,10.0,,,4.532000000000001,,caller-stated,"Brett (Admin): Brett (Admin) ADMINS — 12:40 PM Thursday, September 3, 2026 at 12:40 PM 2 trades today, AMD for +30% and SPY b/e (10% trim, stops at -5$) @here"
2026-09-03,12:36:55,12:46:46,Honey Drip Network 🍯💰📈: 🇳🇬｜midas-small-account-challenge,Midas (Admin),WITH,WITH 773C,,partial trim,,25.0,,,,,caller-stated,"Midas (Admin): Midas (Admin) ADMINS — 12:46 PM Thursday, September 3, 2026 at 12:46 PM 25% to trail runners"
2026-09-03,09:38:34,12:57:16,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,AAPL,AAPL 325P 9/11 @ 3.53,3.53,full exit,327.0,,,9163.456090651558,,,caller-stated,"Unraveller (Admin)🔮: [ 12:57 PM ] Thursday, September 3, 2026 at 12:57 PM It will get heavy if aapl takes out vwap and then 327 @here"
2026-09-03,12:06:20,12:57:25,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Brett (Admin),SPY,SPY 774P 1DTE @ 2.60,2.6,partial trim,,,,,,,caller trim; price unavailable,"Unraveller (Admin)🔮: [ 12:57 PM ] Thursday, September 3, 2026 at 12:57 PM If u took the trade trim and hold"
2026-09-03,12:39:17,13:13:37,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ BOT,SPY,SPY 772C 0DTE @ 1.29,1.29,partial trim,,7.23,,,1.383267,,caller-stated,ZTRADEZ Manager: @Namrood-Bot 💎 PREMIUM ALERT 💎 PREMIUM ALERT Close or Trim & Set SL to BE [1;30;47mC 139P 2026-09-04 1.6600 → 1.78 P/L: +7.23% ($12.00)[0m @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Thursday - 09-03-2026 01:13 PM EST @ZTRADEZ (OPTIONS & STOCKS) | Thursday - 09-03-2026 01:13 PM EST
2026-09-03,09:38:34,13:23:07,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,AAPL,AAPL 325P 9/11 @ 3.53,3.53,partial trim,,75.0,,,6.177499999999999,,caller-stated,"Unraveller (Admin)🔮: [ 1:23 PM ] Thursday, September 3, 2026 at 1:23 PM Aapl moved 75% on weeklies since highs"
2026-09-03,13:36:36,13:42:37,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ BOT,SPY,SPY 772C 0DTE @ 1.20,1.2,partial trim,,,17.0,14.166666666666668,1.3699999999999999,,caller-stated,"ZTRADEZ BOT: [ 1:42 PM ] Thursday, September 3, 2026 at 1:42 PM Forwarded @everyone 1.37 now $17/con trim here © 2021-2026, Horizon Analytics, LLC #◽︱🎩mr-top-hat • 1:42 PM"
2026-09-03,12:38:19,14:30:40,TradingTheTrend: 🚨option-alerts🚨,Lars,GOOGL,GOOGL 345C 9/11 @ 3.60,3.6,partial trim,4.65,,,29.166666666666675,,,caller-stated,"Lars: Lars — 2:30 PM Thursday, September 3, 2026 at 2:30 PM STC GOOGL 9/11 345c @ 4.65 partial - pay yourself 3 2 3 1 Add Reaction"
2026-09-03,15:58:51,20:49:28,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ BOT,OSCR,OSCR 34C 9/18 @ 1.03,1.03,full exit,2021.0,,,196113.59223300972,,,caller-stated,"ZTRADEZ BOT: [ 8:49 PM ] Thursday, September 3, 2026 at 8:49 PM Forwarded @everyone 29540 love it all out © 2021-2026, Horizon Analytics, LLC #◽︱🎩mr-top-hat • 8:49 PM"
2026-09-04,09:33:30,09:34:42,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,AMD,AMD 475C 9/9 @ 5.40,5.4,partial trim,,8.0,,,5.832000000000001,,caller-stated,"HoneyDrip (Scribe): [ 9:34 AM ] Friday, September 4, 2026 at 9:34 AM @Unraveller (Admin)🔮 trimming AMD @ 8% @everyone"
2026-09-04,09:33:30,09:36:28,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,AMD,AMD 475C 9/9 @ 5.40,5.4,full exit,,,,,,,caller exit; price unavailable,"HoneyDrip (Scribe): [ 9:36 AM ] Friday, September 4, 2026 at 9:36 AM @Unraveller (Admin)🔮 all out of AMD @everyone"
2026-09-04,09:37:22,09:38:00,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,AMD,AMD 475C 9/9 @ 4.80,4.8,partial trim,,,,,,,caller trim; price unavailable,"HoneyDrip (Scribe): [ 9:38 AM ] Friday, September 4, 2026 at 9:38 AM @Unraveller (Admin)🔮 trimming AMD @ 5.50 @everyone"
2026-09-04,09:38:05,09:38:57,Summit Trading Strategies: 📌｜alert-room,TradeLikeGates,NVDA,NVDA 232.5C 9/4/26 @ 1.61,1.61,partial trim,,20.0,,,1.932,,caller-stated,"TradeLikeGates: TradeLikeGates [$STS], Server Tag: $STS $STS Founder — 9:38 AM Friday, September 4, 2026 at 9:38 AM @here $NVDA now new HOD thats 20% profit"
2026-09-04,09:38:05,09:39:32,Summit Trading Strategies: 📌｜alert-room,TradeLikeGates,NVDA,NVDA 232.5C 9/4/26 @ 1.61,1.61,partial trim,,30.0,,,2.0930000000000004,,caller-stated,"TradeLikeGates: [ 9:39 AM ] Friday, September 4, 2026 at 9:39 AM @here now 30%"
2026-09-04,09:38:05,09:39:40,Summit Trading Strategies: 📌｜alert-room,TradeLikeGates,NVDA,NVDA 232.5C 9/4/26 @ 1.61,1.61,partial trim,,,,,,,caller trim; price unavailable,"TradeLikeGates: [ 9:39 AM ] Friday, September 4, 2026 at 9:39 AM @here Would recommend taking some profit off"
2026-09-04,09:37:22,09:40:44,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,AMD,AMD 475C 9/9 @ 4.80,4.8,partial trim,,20.0,,,5.76,,caller-stated,"HoneyDrip (Scribe): HoneyDrip (Scribe) ADMINS — 9:40 AM Friday, September 4, 2026 at 9:40 AM @Unraveller (Admin)🔮 trimming AMD @ 20% @everyone"
2026-09-04,09:41:03,09:41:26,Platinum Trading: 👑│nitro,@Owner Alerts,TSLA,TSLA 355P @ 1.44,1.44,partial trim,,,,,,0.5,caller trim; price unavailable,"@Owner Alerts: [ 9:41 AM ] Friday, September 4, 2026 at 9:41 AM @Owner Alerts Comment Took out half here on TSLA, SL to b/e @nitro_trades Instagram , ,"
2026-09-04,09:41:03,09:41:32,Platinum Trading: 👑│nitro,@Owner Alerts,TSLA,TSLA 355P @ 1.44,1.44,partial trim,,23.0,,,1.7711999999999999,,caller-stated,"@Owner Alerts: [ 9:41 AM ] Friday, September 4, 2026 at 9:41 AM @Owner Alerts Comment TSLA +23% @nitro_trades Instagram , ,"
2026-09-04,09:41:03,09:43:08,Platinum Trading: 👑│nitro,@Owner Alerts,TSLA,TSLA 355P @ 1.44,1.44,partial trim,,34.0,,,1.9296,,caller-stated,"@Owner Alerts: [ 9:43 AM ] Friday, September 4, 2026 at 9:43 AM @Owner Alerts Comment LOCKED IN MAJORITY PROFIT HERE ON TSLA +34% @nitro_trades Instagram , ,"
2026-09-04,09:41:03,09:43:54,Platinum Trading: 👑│nitro,@Owner Alerts,TSLA,TSLA 355P @ 1.44,1.44,partial trim,,44.0,,,2.0736,,caller-stated,"Nitro Trades: Nitro Trades Traders APP — 9:43 AM Friday, September 4, 2026 at 9:43 AM @Owner Alerts Comment TSLA +44% BANGGGG @nitro_trades Instagram , ,"
2026-09-04,09:37:22,09:44:54,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,AMD,AMD 475C 9/9 @ 4.80,4.8,full exit,,,,,,,caller exit; price unavailable,"HoneyDrip (Scribe): [ 9:44 AM ] Friday, September 4, 2026 at 9:44 AM @Unraveller (Admin)🔮 all out of AMD @everyone"
2026-09-04,09:38:05,09:46:49,Summit Trading Strategies: 📌｜alert-room,TradeLikeGates,NVDA,NVDA 232.5C 9/4/26 @ 1.61,1.61,partial trim,,10.0,,,1.7710000000000004,,caller-stated,"TradeLikeGates: TradeLikeGates [$STS], Server Tag: $STS $STS Founder — 9:46 AM Friday, September 4, 2026 at 9:46 AM @here $NVDA on re entry up 10% here"
2026-09-04,09:38:05,09:47:38,Summit Trading Strategies: 📌｜alert-room,TradeLikeGates,NVDA,NVDA 232.5C 9/4/26 @ 1.61,1.61,partial trim,,20.0,,,1.932,,caller-stated,"TradeLikeGates: [ 9:47 AM ] Friday, September 4, 2026 at 9:47 AM @here $NVDA new HOD 20%+ on the re entry"
2026-09-04,09:43:11,09:47:46,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Brett,NVDA,NVDA 232.5C 9/9 @ 3.65,3.65,partial trim,,12.0,,,4.088,,caller-stated,"HoneyDrip (Scribe): HoneyDrip (Scribe) ADMINS — 9:47 AM Friday, September 4, 2026 at 9:47 AM @Brett (Admin) trimming NVDA @ 12% @everyone"
2026-09-04,09:43:11,09:48:27,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Brett,NVDA,NVDA 232.5C 9/9 @ 3.65,3.65,partial trim,,17.0,,,4.270499999999999,,caller-stated,"HoneyDrip (Scribe): [ 9:48 AM ] Friday, September 4, 2026 at 9:48 AM @Brett (Admin) trimming NVDA @ 17% @everyone"
2026-09-04,09:37:22,09:48:29,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,AMD,AMD 475C 9/9 @ 4.80,4.8,partial trim,3.4,,,-29.166666666666668,,,caller-stated,"TradingTheTrend: TradingTheTrend — 9:48 AM Friday, September 4, 2026 at 9:48 AM STC AMD 9/14 500c @ 3.40 partial taking some profit 1 Add Reaction"
2026-09-04,09:48:13,09:50:34,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,NVDA,NVDA 235C 9/4,,partial trim,,12.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 9:50 AM ] Friday, September 4, 2026 at 9:50 AM 12% @here"
2026-09-04,09:41:03,09:50:41,Platinum Trading: 👑│nitro,@Owner Alerts,TSLA,TSLA 355P @ 1.44,1.44,partial trim,,69.0,,,2.4335999999999998,,caller-stated,"@Owner Alerts: [ 9:50 AM ] Friday, September 4, 2026 at 9:50 AM @Owner Alerts Comment TSLA +69% @nitro_trades Instagram , , 1 Add Reaction"
2026-09-04,09:43:11,09:50:46,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Brett,NVDA,NVDA 232.5C 9/9 @ 3.65,3.65,partial trim,,20.0,,,4.38,,caller-stated,"Brett (Admin): Brett (Admin) ADMINS — 9:50 AM Friday, September 4, 2026 at 9:50 AM 20%+ on NVDA @here"
2026-09-04,09:48:13,09:50:48,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,NVDA,NVDA 235C 9/4,,partial trim,,15.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 9:50 AM ] Friday, September 4, 2026 at 9:50 AM 15% feel free to trim @here"
2026-09-04,09:48:13,09:50:53,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,NVDA,NVDA 235C 9/4,,partial trim,,17.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 9:50 AM ] Friday, September 4, 2026 at 9:50 AM 17%"
2026-09-04,09:48:13,09:51:01,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,NVDA,NVDA 235C 9/4,,partial trim,,,,,,,caller trim; price unavailable,"👑KingBeeAri🐝: [ 9:51 AM ] Friday, September 4, 2026 at 9:51 AM Trim @here"
2026-09-04,09:50:19,09:52:31,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,SPY,SPY 774P 9/8 @ 2.98,2.98,partial trim,,10.0,,,3.278,,caller-stated,"HoneyDrip (Scribe): HoneyDrip (Scribe) ADMINS — 9:52 AM Friday, September 4, 2026 at 9:52 AM @Unraveller (Admin)🔮 trimming SPY @ 10% @everyone (edited) Friday, September 4, 2026 at 9:52 AM"
2026-09-04,09:48:13,09:55:05,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,NVDA,NVDA 235C 9/4,,partial trim,,,,,,,caller trim; price unavailable,"👑KingBeeAri🐝: [ 9:55 AM ] Friday, September 4, 2026 at 9:55 AM Trim if you haven’t @here"
2026-09-04,09:50:07,09:58:13,ZTRADEZ (OPTIONS & STOCKS): ◽︱all-trades-mashup,ZTRADEZ BOT,INTC,INTC 94C 9/4 @ 0.95,0.95,partial trim,,,,,,,caller trim; price unavailable,"ZTRADEZ BOT: [ 9:58 AM ] Friday, September 4, 2026 at 9:58 AM Forwarded @everyone Trimming INTC 94 C 9/4 Value: @1.40 Notes: From $0.95 How I Trade The Market Bishop Trade Idea's Disclaimer Twitter: @TheMarketBishop | I want to be the greatest•Today at 9:58 AM #◽︱♟market-bishop • 9:58 AM"
2026-09-04,10:03:13,10:04:59,Platinum Trading: 🟣│futures-alerts,@Futures Alerts,MGC,MGC @ 4459.60,4459.6,full exit,,,,,,,caller exit; price unavailable,"@Futures Alerts: [ 10:04 AM ] Friday, September 4, 2026 at 10:04 AM @Futures Alerts Closed MGC there insta wicked"
2026-09-04,09:50:19,10:09:58,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,SPY,SPY 774P 9/8 @ 2.98,2.98,partial trim,,18.0,,,3.5164,,caller-stated,"HoneyDrip (Scribe): [ 10:09 AM ] Friday, September 4, 2026 at 10:09 AM @Unraveller (Admin)🔮 trimming SPY @ 18% @everyone"
