Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
SPY260624P00731000,SPY260624P00731000,Buy,Filled,3,3,0.6900000000,0.6900000000,DAY,06/24/2026 10:16:17 EDT,06/24/2026 10:16:17 EDT
SPY260624C00740000,SPY260624C00740000,Sell,Filled,6,6,0.4000000000,0.4000000000,DAY,06/24/2026 10:16:00 EDT,06/24/2026 10:16:00 EDT
SPY260624C00740000,SPY260624C00740000,Buy,Filled,6,6,0.4600000000,0.4600000000,DAY,06/24/2026 10:14:58 EDT,06/24/2026 10:14:58 EDT
QQQ260624C00720000,QQQ260624C00720000,Sell,Filled,2,2,1.2200000000,1.2200000000,DAY,06/24/2026 10:11:22 EDT,06/24/2026 10:11:22 EDT
QQQ260624C00720000,QQQ260624C00720000,Buy,Filled,2,2,1.4200000000,1.4200000000,DAY,06/24/2026 10:10:28 EDT,06/24/2026 10:10:29 EDT
SPY260624P00731000,SPY260624P00731000,Sell,Filled,5,5,0.6000000000,0.6000000000,DAY,06/24/2026 10:10:14 EDT,06/24/2026 10:10:14 EDT
SPY260624P00731000,SPY260624P00731000,Buy,Filled,5,5,0.5500000000,0.5500000000,DAY,06/24/2026 10:07:56 EDT,06/24/2026 10:07:56 EDT
QQQ260624P00713000,QQQ260624P00713000,Sell,Filled,1,1,2.4800000000,2.4800000000,DAY,06/24/2026 10:07:20 EDT,06/24/2026 10:07:20 EDT
QQQ260624P00713000,QQQ260624P00713000,Buy,Filled,1,1,2.7900000000,2.7900000000,DAY,06/24/2026 10:06:39 EDT,06/24/2026 10:06:39 EDT
SPY260624P00733000,SPY260624P00733000,Sell,Filled,3,3,0.9500000000,0.9500000000,DAY,06/24/2026 10:05:13 EDT,06/24/2026 10:05:13 EDT
SPY260624P00733000,SPY260624P00733000,Buy,Filled,3,3,0.7700000000,0.7700000000,DAY,06/24/2026 09:54:41 EDT,06/24/2026 09:54:41 EDT
QQQ260624P00712000,QQQ260624P00712000,Sell,Filled,1,1,1.9100000000,1.9100000000,DAY,06/24/2026 09:54:16 EDT,06/24/2026 09:54:16 EDT
QQQ260624P00712000,QQQ260624P00712000,Buy,Filled,1,1,2.2200000000,2.2200000000,DAY,06/24/2026 09:52:22 EDT,06/24/2026 09:52:23 EDT
QQQ260624P00711000,QQQ260624P00711000,Sell,Filled,1,1,1.8600000000,1.8600000000,DAY,06/24/2026 09:51:55 EDT,06/24/2026 09:51:55 EDT
QQQ260624P00711000,QQQ260624P00711000,Buy,Filled,1,1,2.0200000000,2.0200000000,DAY,06/24/2026 09:51:20 EDT,06/24/2026 09:51:20 EDT
SPY260624P00733000,SPY260624P00733000,Sell,Filled,3,3,1.0100000000,1.0100000000,DAY,06/24/2026 09:50:28 EDT,06/24/2026 09:50:28 EDT
SPY260624P00733000,SPY260624P00733000,Buy,Filled,3,3,1.2400000000,1.2400000000,DAY,06/24/2026 09:49:46 EDT,06/24/2026 09:49:46 EDT
QQQ260624P00710000,QQQ260624P00710000,Sell,Filled,1,1,2.8300000000,2.8300000000,DAY,06/24/2026 09:49:09 EDT,06/24/2026 09:49:09 EDT
QQQ260624P00710000,QQQ260624P00710000,Buy,Filled,1,1,2.1600000000,2.1600000000,DAY,06/24/2026 09:47:14 EDT,06/24/2026 09:47:14 EDT
QQQ260624P00711000,QQQ260624P00711000,Sell,Filled,1,1,2.3300000000,2.3300000000,DAY,06/24/2026 09:46:36 EDT,06/24/2026 09:46:36 EDT
QQQ260624P00711000,QQQ260624P00711000,Buy,Filled,1,1,2.0400000000,2.0400000000,DAY,06/24/2026 09:39:55 EDT,06/24/2026 09:39:55 EDT
QQQ260624C00720000,QQQ260624C00720000,Sell,Filled,1,1,1.9800000000,1.9800000000,DAY,06/24/2026 09:39:34 EDT,06/24/2026 09:39:34 EDT
QQQ260624C00720000,QQQ260624C00720000,Buy,Filled,1,1,2.2100000000,2.2100000000,DAY,06/24/2026 09:39:13 EDT,06/24/2026 09:39:14 EDT
QQQ260624C00719000,QQQ260624C00719000,Sell,Filled,1,1,2.5600000000,2.5600000000,DAY,06/24/2026 09:38:48 EDT,06/24/2026 09:38:48 EDT
QQQ260624C00719000,QQQ260624C00719000,Buy,Filled,1,1,3.0100000000,3.0100000000,DAY,06/24/2026 09:37:32 EDT,06/24/2026 09:37:32 EDT
AAPL260624P00292500,AAPL260624P00292500,Sell,Filled,6,6,0.3200000000,0.3200000000,DAY,06/24/2026 09:36:11 EDT,06/24/2026 09:36:11 EDT
AAPL260624P00292500,AAPL260624P00292500,Buy,Filled,6,6,0.4200000000,0.4200000000,DAY,06/24/2026 09:34:31 EDT,06/24/2026 09:34:32 EDT
SPY260623P00733000,SPY260623P00733000,Sell,Filled,16,16,0.1700000000,0.1700000000,DAY,06/23/2026 15:33:51 EDT,06/23/2026 15:33:51 EDT
SPY260623P00733000,SPY260623P00733000,Buy,Filled,16,16,0.2200000000,0.2200000000,DAY,06/23/2026 15:28:00 EDT,06/23/2026 15:28:00 EDT
QQQ260623P00712000,QQQ260623P00712000,Sell,Filled,14,14,0.2600000000,0.2600000000,DAY,06/23/2026 15:26:35 EDT,06/23/2026 15:26:35 EDT
QQQ260623P00712000,QQQ260623P00712000,Buy,Filled,14,14,0.4000000000,0.4000000000,DAY,06/23/2026 15:25:45 EDT,06/23/2026 15:25:45 EDT
QQQ260623C00719000,QQQ260623C00719000,Sell,Filled,50,50,0.1100000000,0.1100000000,DAY,06/23/2026 15:13:20 EDT,06/23/2026 15:13:20 EDT
QQQ260623C00719000,QQQ260623C00719000,Buy,Filled,50,50,0.1300000000,0.1300000000,DAY,06/23/2026 15:09:12 EDT,06/23/2026 15:09:12 EDT
QQQ260623C00718000,QQQ260623C00718000,Sell,Filled,25,25,0.1900000000,0.1900000000,DAY,06/23/2026 15:08:52 EDT,06/23/2026 15:08:52 EDT
QQQ260623C00718000,QQQ260623C00718000,Buy,Filled,25,25,0.2700000000,0.2700000000,DAY,06/23/2026 15:08:01 EDT,06/23/2026 15:08:02 EDT
QQQ260623C00718000,QQQ260623C00718000,Sell,Filled,10,10,0.7000000000,0.7000000000,DAY,06/23/2026 14:07:22 EDT,06/23/2026 14:07:23 EDT
QQQ260623C00718000,QQQ260623C00718000,Buy,Filled,10,10,0.8300000000,0.8300000000,DAY,06/23/2026 14:06:23 EDT,06/23/2026 14:06:23 EDT
QQQ260623P00716000,QQQ260623P00716000,Sell,Filled,7,7,1.3100000000,1.3100000000,DAY,06/23/2026 14:06:08 EDT,06/23/2026 14:06:08 EDT
QQQ260623P00716000,QQQ260623P00716000,Buy,Filled,7,7,1.1500000000,1.1500000000,DAY,06/23/2026 14:02:18 EDT,06/23/2026 14:02:18 EDT
QQQ260623P00714000,QQQ260623P00714000,Sell,Filled,18,18,0.4794444444,0.4794444444,DAY,06/23/2026 13:01:53 EDT,06/23/2026 13:01:53 EDT
QQQ260623P00714000,QQQ260623P00714000,Buy,Filled,18,18,0.5455555556,0.5455555556,DAY,06/23/2026 12:48:00 EDT,06/23/2026 12:48:01 EDT
QQQ260623C00718000,QQQ260623C00718000,Sell,Filled,5,5,1.6700000000,1.6700000000,DAY,06/23/2026 11:56:24 EDT,06/23/2026 11:56:24 EDT
QQQ260623C00718000,QQQ260623C00718000,Buy,Filled,5,5,1.7500000000,1.7500000000,DAY,06/23/2026 11:56:01 EDT,06/23/2026 11:56:01 EDT
QQQ260623C00716000,QQQ260623C00716000,Sell,Filled,4,4,2.2100000000,2.2100000000,DAY,06/23/2026 11:40:55 EDT,06/23/2026 11:40:58 EDT
QQQ260623C00716000,QQQ260623C00716000,Buy,Filled,4,4,2.3600000000,2.3600000000,DAY,06/23/2026 11:40:03 EDT,06/23/2026 11:40:04 EDT
QQQ260623C00719000,QQQ260623C00719000,Sell,Filled,8,8,1.1900000000,1.1900000000,DAY,06/23/2026 11:38:12 EDT,06/23/2026 11:38:12 EDT
QQQ260623C00719000,QQQ260623C00719000,Buy,Filled,8,8,1.2900000000,1.2900000000,DAY,06/23/2026 11:37:42 EDT,06/23/2026 11:37:42 EDT
SPY260623P00733000,SPY260623P00733000,Sell,Filled,10,10,0.8200000000,0.8200000000,DAY,06/23/2026 11:35:21 EDT,06/23/2026 11:35:21 EDT
SPY260623P00733000,SPY260623P00733000,Buy,Filled,10,10,0.9020000000,0.9020000000,DAY,06/23/2026 11:34:03 EDT,06/23/2026 11:34:04 EDT
SPY260623C00737000,SPY260623C00737000,Sell,Filled,14,14,0.8371428571,0.8371428571,DAY,06/23/2026 11:33:54 EDT,06/23/2026 11:33:54 EDT
SPY260623C00737000,SPY260623C00737000,Buy,Filled,14,14,0.8300000000,0.8300000000,DAY,06/23/2026 11:32:54 EDT,06/23/2026 11:32:54 EDT
SPY260623P00733000,SPY260623P00733000,Sell,Filled,11,11,0.8800000000,0.8800000000,DAY,06/23/2026 11:31:55 EDT,06/23/2026 11:31:55 EDT
SPY260623P00733000,SPY260623P00733000,Buy,Filled,11,11,0.9200000000,0.9200000000,DAY,06/23/2026 11:31:05 EDT,06/23/2026 11:31:05 EDT
SPY260623P00735000,SPY260623P00735000,Sell,Filled,7,7,1.8314285714,1.8314285714,DAY,06/23/2026 11:26:46 EDT,06/23/2026 11:26:46 EDT
SPY260623P00735000,SPY260623P00735000,Buy,Filled,7,7,1.1900000000,1.1900000000,DAY,06/23/2026 11:02:43 EDT,06/23/2026 11:02:43 EDT
SPY260623C00741000,SPY260623C00741000,Sell,Filled,15,15,0.3700000000,0.3700000000,DAY,06/23/2026 11:02:33 EDT,06/23/2026 11:02:33 EDT
SPY260623C00741000,SPY260623C00741000,Buy,Filled,15,15,0.4200000000,0.4200000000,DAY,06/23/2026 11:00:54 EDT,06/23/2026 11:00:54 EDT
SPY260623P00736000,SPY260623P00736000,Sell,Filled,6,6,1.3800000000,1.3800000000,DAY,06/23/2026 11:00:43 EDT,06/23/2026 11:00:44 EDT
SPY260623P00736000,SPY260623P00736000,Buy,Filled,6,6,1.2700000000,1.2700000000,DAY,06/23/2026 10:52:12 EDT,06/23/2026 10:52:13 EDT
SPY260623P00736000,SPY260623P00736000,Sell,Filled,6,6,1.1800000000,1.1800000000,DAY,06/23/2026 10:51:15 EDT,06/23/2026 10:51:15 EDT
SPY260623P00736000,SPY260623P00736000,Buy,Filled,6,6,1.4500000000,1.4500000000,DAY,06/23/2026 10:49:43 EDT,06/23/2026 10:49:43 EDT
QQQ260623P00700000,QQQ260623P00700000,Sell,Filled,60,60,0.1600000000,0.1600000000,DAY,06/23/2026 10:49:32 EDT,06/23/2026 10:49:32 EDT
QQQ260623P00700000,QQQ260623P00700000,Buy,Filled,60,60,0.1700000000,0.1700000000,DAY,06/23/2026 10:40:10 EDT,06/23/2026 10:40:10 EDT
QQQ260623C00730000,QQQ260623C00730000,Sell,Filled,36,36,0.2900000000,0.2900000000,DAY,06/23/2026 10:38:53 EDT,06/23/2026 10:38:53 EDT
QQQ260623C00730000,QQQ260623C00730000,Buy,Filled,36,36,0.2800000000,0.2800000000,DAY,06/23/2026 10:33:18 EDT,06/23/2026 10:33:19 EDT
QQQ260623P00720000,QQQ260623P00720000,Sell,Filled,5,5,1.9800000000,1.9800000000,DAY,06/23/2026 10:16:57 EDT,06/23/2026 10:16:57 EDT
QQQ260623P00720000,QQQ260623P00720000,Buy,Filled,5,5,2.1600000000,2.1600000000,DAY,06/23/2026 10:15:24 EDT,06/23/2026 10:15:24 EDT
QQQ260623P00714000,QQQ260623P00714000,Sell,Filled,12,12,0.8600000000,0.8600000000,DAY,06/23/2026 10:14:31 EDT,06/23/2026 10:14:31 EDT
QQQ260623P00714000,QQQ260623P00714000,Buy,Filled,12,12,0.9808333333,0.9808333333,DAY,06/23/2026 10:11:13 EDT,06/23/2026 10:11:13 EDT
QQQ260623C00725000,QQQ260623C00725000,Buy,Cancelled,0,1,@Market,,DAY,06/23/2026 10:08:52 EDT,
QQQ260623P00718000,QQQ260623P00718000,Sell,Filled,7,7,1.7600000000,1.7600000000,DAY,06/23/2026 10:06:25 EDT,06/23/2026 10:06:25 EDT
QQQ260623P00718000,QQQ260623P00718000,Buy,Filled,7,7,1.8400000000,1.8400000000,DAY,06/23/2026 10:05:09 EDT,06/23/2026 10:05:09 EDT
QQQ260623P00709000,QQQ260623P00709000,Sell,Filled,25,25,0.4876000000,0.4876000000,DAY,06/23/2026 10:04:13 EDT,06/23/2026 10:04:13 EDT
QQQ260623P00709000,QQQ260623P00709000,Buy,Filled,25,25,0.5100000000,0.5100000000,DAY,06/23/2026 10:03:04 EDT,06/23/2026 10:03:04 EDT
QQQ260623P00712000,QQQ260623P00712000,Sell,Filled,16,16,0.8612500000,0.8612500000,DAY,06/23/2026 10:00:35 EDT,06/23/2026 10:00:35 EDT
QQQ260623P00712000,QQQ260623P00712000,Buy,Filled,16,16,1.0600000000,1.0600000000,DAY,06/23/2026 09:58:43 EDT,06/23/2026 09:58:43 EDT
QQQ260623P00707000,QQQ260623P00707000,Sell,Filled,32,32,0.5400000000,0.5400000000,DAY,06/23/2026 09:57:21 EDT,06/23/2026 09:57:21 EDT
QQQ260623P00707000,QQQ260623P00707000,Buy,Filled,2,2,0.6100000000,0.6100000000,DAY,06/23/2026 09:55:22 EDT,06/23/2026 09:55:22 EDT
QQQ260623P00707000,QQQ260623P00707000,Buy,Filled,30,30,0.6200000000,0.6200000000,DAY,06/23/2026 09:55:01 EDT,06/23/2026 09:55:01 EDT
QQQ260623P00700000,QQQ260623P00700000,Sell,Filled,60,60,0.2400000000,0.2400000000,DAY,06/23/2026 09:54:22 EDT,06/23/2026 09:54:22 EDT
QQQ260623P00700000,QQQ260623P00700000,Buy,Filled,60,60,0.2600000000,0.2600000000,DAY,06/23/2026 09:53:21 EDT,06/23/2026 09:53:21 EDT
QQQ260623P00707000,QQQ260623P00707000,Sell,Filled,29,29,0.6600000000,0.6600000000,DAY,06/23/2026 09:51:53 EDT,06/23/2026 09:51:53 EDT
QQQ260623P00707000,QQQ260623P00707000,Buy,Filled,29,29,0.8300000000,0.8300000000,DAY,06/23/2026 09:47:56 EDT,06/23/2026 09:47:56 EDT
SPY260623P00725000,SPY260623P00725000,Sell,Filled,70,70,0.2400000000,0.2400000000,DAY,06/23/2026 09:47:13 EDT,06/23/2026 09:47:13 EDT
SPY260623P00725000,SPY260623P00725000,Buy,Filled,70,70,0.2742857143,0.2742857143,DAY,06/23/2026 09:45:05 EDT,06/23/2026 09:45:05 EDT
QQQ260623C00719000,QQQ260623C00719000,Sell,Filled,10,10,2.6400000000,2.6400000000,DAY,06/23/2026 09:43:58 EDT,06/23/2026 09:43:59 EDT
QQQ260623C00719000,QQQ260623C00719000,Buy,Filled,10,10,2.9400000000,2.9400000000,DAY,06/23/2026 09:42:25 EDT,06/23/2026 09:42:25 EDT
QQQ260623P00713000,QQQ260623P00713000,Sell,Filled,7,7,2.4200000000,2.4200000000,DAY,06/23/2026 09:38:48 EDT,06/23/2026 09:38:48 EDT
QQQ260623P00713000,QQQ260623P00713000,Buy,Filled,7,7,3.0300000000,3.0300000000,DAY,06/23/2026 09:37:57 EDT,06/23/2026 09:37:57 EDT
QQQ260622C00737000,QQQ260622C00737000,Sell,Filled,1,1,1.2400000000,1.2400000000,DAY,06/22/2026 12:30:15 EDT,06/22/2026 12:30:15 EDT
QQQ260622C00737000,QQQ260622C00737000,Sell,Filled,9,9,1.2600000000,1.2600000000,DAY,06/22/2026 12:30:12 EDT,06/22/2026 12:30:12 EDT
QQQ260622C00737000,QQQ260622C00737000,Buy,Filled,10,10,1.1800000000,1.1800000000,DAY,06/22/2026 12:28:16 EDT,06/22/2026 12:28:16 EDT
QQQ260622P00734000,QQQ260622P00734000,Sell,Filled,20,20,1.0400000000,1.0400000000,DAY,06/22/2026 12:27:52 EDT,06/22/2026 12:27:52 EDT
QQQ260622P00734000,QQQ260622P00734000,Buy,Filled,20,20,1.0600000000,1.0600000000,DAY,06/22/2026 12:25:40 EDT,06/22/2026 12:25:40 EDT
SPY260622P00744000,SPY260622P00744000,Sell,Filled,30,30,0.9100000000,0.9100000000,DAY,06/22/2026 12:25:28 EDT,06/22/2026 12:25:28 EDT
SPY260622P00744000,SPY260622P00744000,Buy,Filled,30,30,0.6900000000,0.6900000000,DAY,06/22/2026 12:21:07 EDT,06/22/2026 12:21:07 EDT
SPY260622P00743000,SPY260622P00743000,Sell,Filled,40,40,0.5300000000,0.5300000000,DAY,06/22/2026 12:19:54 EDT,06/22/2026 12:19:54 EDT
SPY260622P00743000,SPY260622P00743000,Buy,Filled,40,40,0.5500000000,0.5500000000,DAY,06/22/2026 12:15:11 EDT,06/22/2026 12:15:12 EDT
QQQ260622P00735000,QQQ260622P00735000,Sell,Filled,10,10,1.4900000000,1.4900000000,DAY,06/22/2026 12:13:24 EDT,06/22/2026 12:13:24 EDT
QQQ260622P00735000,QQQ260622P00735000,Buy,Filled,10,10,1.6300000000,1.6300000000,DAY,06/22/2026 12:12:15 EDT,06/22/2026 12:12:15 EDT
QQQ260622C00741000,QQQ260622C00741000,Sell,Filled,44,44,0.6490909091,0.6490909091,DAY,06/22/2026 11:46:59 EDT,06/22/2026 11:46:59 EDT
QQQ260622C00741000,QQQ260622C00741000,Buy,Filled,44,44,0.5000000000,0.5000000000,DAY,06/22/2026 11:36:19 EDT,06/22/2026 11:36:19 EDT
QQQ260622C00739000,QQQ260622C00739000,Sell,Filled,23,23,0.9600000000,0.9600000000,DAY,06/22/2026 11:32:41 EDT,06/22/2026 11:32:41 EDT
QQQ260622C00739000,QQQ260622C00739000,Buy,Filled,10,10,1.1800000000,1.1800000000,DAY,06/22/2026 11:30:02 EDT,06/22/2026 11:30:02 EDT
QQQ260622C00739000,QQQ260622C00739000,Buy,Filled,13,13,1.4200000000,1.4200000000,DAY,06/22/2026 11:21:27 EDT,06/22/2026 11:21:27 EDT
QQQ260622P00734000,QQQ260622P00734000,Sell,Filled,15,15,1.1000000000,1.1000000000,DAY,06/22/2026 11:11:47 EDT,06/22/2026 11:11:47 EDT
QQQ260622P00734000,QQQ260622P00734000,Buy,Filled,15,15,1.1000000000,1.1000000000,DAY,06/22/2026 11:04:01 EDT,06/22/2026 11:04:02 EDT
GOOGL260624C00352500,GOOGL260624C00352500,Sell,Filled,2,2,2.2200000000,2.2200000000,DAY,06/22/2026 10:46:05 EDT,06/22/2026 10:46:05 EDT
GOOGL260624C00352500,GOOGL260624C00352500,Buy,Filled,2,2,2.8700000000,2.8700000000,DAY,06/22/2026 10:39:09 EDT,06/22/2026 10:39:09 EDT
QQQ260622C00742000,QQQ260622C00742000,Sell,Filled,1,1,3.2200000000,3.2200000000,DAY,06/22/2026 09:49:09 EDT,06/22/2026 09:49:09 EDT
QQQ260622C00742000,QQQ260622C00742000,Sell,Filled,8,8,2.9900000000,2.9900000000,DAY,06/22/2026 09:48:27 EDT,06/22/2026 09:48:27 EDT
QQQ260622C00742000,QQQ260622C00742000,Buy,Filled,9,9,2.5300000000,2.5300000000,DAY,06/22/2026 09:44:11 EDT,06/22/2026 09:44:11 EDT
SPXW260618P07470000,SPXW260618P07470000,Sell,Filled,13,13,0.0500000000,0.0500000000,DAY,06/18/2026 15:46:00 EDT,06/18/2026 15:46:00 EDT
SPY260622P00746000,SPY260622P00746000,Sell,Filled,11,11,2.1200000000,2.1200000000,DAY,06/18/2026 15:42:07 EDT,06/18/2026 15:42:07 EDT
SPXW260618P07470000,SPXW260618P07470000,Buy,Filled,13,13,0.1500000000,0.1500000000,DAY,06/18/2026 15:40:57 EDT,06/18/2026 15:40:57 EDT
SPY260622P00746000,SPY260622P00746000,Buy,Filled,11,11,2.2127272727,2.2127272727,DAY,06/18/2026 15:40:27 EDT,06/18/2026 15:40:27 EDT
QQQ260618P00739000,QQQ260618P00739000,Sell,Filled,5,5,0.8500000000,0.8500000000,DAY,06/18/2026 15:03:44 EDT,06/18/2026 15:03:44 EDT
QQQ260618P00739000,QQQ260618P00739000,Sell,Filled,25,25,0.7800000000,0.7800000000,DAY,06/18/2026 15:02:27 EDT,06/18/2026 15:02:27 EDT
QQQ260618P00739000,QQQ260618P00739000,Buy,Filled,30,30,0.5800000000,0.5800000000,DAY,06/18/2026 15:01:08 EDT,06/18/2026 15:01:08 EDT
QQQ260618P00739000,QQQ260618P00739000,Sell,Filled,43,43,0.5600000000,0.5600000000,DAY,06/18/2026 15:00:29 EDT,06/18/2026 15:00:29 EDT
QQQ260618P00739000,QQQ260618P00739000,Buy,Filled,43,43,0.5600000000,0.5600000000,DAY,06/18/2026 14:59:48 EDT,06/18/2026 14:59:48 EDT
QQQ260618P00741000,QQQ260618P00741000,Sell,Filled,24,24,1.4100000000,1.4100000000,DAY,06/18/2026 14:55:36 EDT,06/18/2026 14:55:37 EDT
QQQ260618P00741000,QQQ260618P00741000,Buy,Filled,24,24,1.3900000000,1.3900000000,DAY,06/18/2026 14:54:14 EDT,06/18/2026 14:54:14 EDT
QQQ260618P00740000,QQQ260618P00740000,Buy,Cancelled,0,28,@Market,,DAY,06/18/2026 14:23:23 EDT,
SPXW260618P07490000,SPXW260618P07490000,Sell,Filled,5,5,3.8000000000,3.8000000000,DAY,06/18/2026 14:21:08 EDT,06/18/2026 14:21:08 EDT
SPXW260618P07490000,SPXW260618P07490000,Buy,Filled,5,5,4.4600000000,4.4600000000,DAY,06/18/2026 14:20:21 EDT,06/18/2026 14:20:21 EDT
SPY260618P00746000,SPY260618P00746000,Sell,Filled,40,40,0.4300000000,0.4300000000,DAY,06/18/2026 14:19:00 EDT,06/18/2026 14:19:01 EDT
SPY260618P00746000,SPY260618P00746000,Buy,Filled,40,40,0.4100000000,0.4100000000,DAY,06/18/2026 14:09:16 EDT,06/18/2026 14:11:28 EDT
SPY260618P00746000,SPY260618P00746000,Sell,Filled,30,30,0.5000000000,0.5000000000,DAY,06/18/2026 14:05:43 EDT,06/18/2026 14:05:43 EDT
SPY260618P00746000,SPY260618P00746000,Buy,Filled,30,30,0.5000000000,0.5000000000,DAY,06/18/2026 14:03:12 EDT,06/18/2026 14:03:12 EDT
QQQ260618P00738000,QQQ260618P00738000,Sell,Filled,30,30,0.4700000000,0.4700000000,DAY,06/18/2026 14:02:37 EDT,06/18/2026 14:02:37 EDT
QQQ260618P00738000,QQQ260618P00738000,Buy,Filled,30,30,0.4700000000,0.4700000000,DAY,06/18/2026 14:00:17 EDT,06/18/2026 14:00:17 EDT
QQQ260618P00737000,QQQ260618P00737000,Sell,Filled,30,30,0.4400000000,0.4400000000,DAY,06/18/2026 13:12:21 EDT,06/18/2026 13:12:21 EDT
QQQ260618P00739000,QQQ260618P00739000,Sell,Filled,20,20,0.8600000000,0.8600000000,DAY,06/18/2026 13:12:17 EDT,06/18/2026 13:12:17 EDT
QQQ260618P00739000,QQQ260618P00739000,Buy,Filled,20,20,0.9700000000,0.9700000000,DAY,06/18/2026 13:06:37 EDT,06/18/2026 13:06:37 EDT
QQQ260618P00737000,QQQ260618P00737000,Buy,Filled,30,30,0.5000000000,0.5000000000,DAY,06/18/2026 13:06:10 EDT,06/18/2026 13:06:10 EDT
SPY260618P00746000,SPY260618P00746000,Sell,Filled,35,35,0.5094285714,0.5094285714,DAY,06/18/2026 13:04:53 EDT,06/18/2026 13:04:53 EDT
SPY260618P00746000,SPY260618P00746000,Buy,Filled,10,10,0.5600000000,0.5600000000,DAY,06/18/2026 13:04:00 EDT,06/18/2026 13:04:00 EDT
SPY260618P00746000,SPY260618P00746000,Buy,Filled,25,25,0.5308000000,0.5308000000,DAY,06/18/2026 13:03:31 EDT,06/18/2026 13:03:31 EDT
SPY260618P00746000,SPY260618P00746000,Sell,Filled,8,8,0.5800000000,0.5800000000,DAY,06/18/2026 13:02:34 EDT,06/18/2026 13:02:34 EDT
SPY260618P00747000,SPY260618P00747000,Sell,Filled,20,20,0.9600000000,0.9600000000,DAY,06/18/2026 13:02:31 EDT,06/18/2026 13:02:31 EDT
SPY260618P00747000,SPY260618P00747000,Buy,Filled,20,20,1.2300000000,1.2300000000,DAY,06/18/2026 12:58:29 EDT,06/18/2026 12:58:29 EDT
SPY260618P00746000,SPY260618P00746000,Buy,Filled,8,8,0.7500000000,0.7500000000,DAY,06/18/2026 12:53:48 EDT,06/18/2026 12:53:48 EDT
QQQ260618P00734000,QQQ260618P00734000,Sell,Filled,7,7,1.0500000000,1.0500000000,DAY,06/18/2026 11:49:31 EDT,06/18/2026 11:49:31 EDT
QQQ260618P00734000,QQQ260618P00734000,Buy,Filled,7,7,1.2800000000,1.2800000000,DAY,06/18/2026 11:48:35 EDT,06/18/2026 11:48:35 EDT
QQQ260618P00736000,QQQ260618P00736000,Sell,Filled,4,4,1.9500000000,1.9500000000,DAY,06/18/2026 11:48:12 EDT,06/18/2026 11:48:12 EDT
QQQ260618P00736000,QQQ260618P00736000,Buy,Filled,4,4,1.8400000000,1.8400000000,DAY,06/18/2026 11:43:07 EDT,06/18/2026 11:43:07 EDT
QQQ260618P00735000,QQQ260618P00735000,Sell,Filled,3,3,1.6700000000,1.6700000000,DAY,06/18/2026 10:44:07 EDT,06/18/2026 10:44:07 EDT
QQQ260618P00735000,QQQ260618P00735000,Buy,Filled,3,3,1.7900000000,1.7900000000,DAY,06/18/2026 10:43:28 EDT,06/18/2026 10:43:28 EDT
QQQ260618C00736000,QQQ260618C00736000,Sell,Filled,5,5,2.4200000000,2.4200000000,DAY,06/18/2026 10:34:19 EDT,06/18/2026 10:34:19 EDT
QQQ260618C00736000,QQQ260618C00736000,Buy,Filled,5,5,2.2400000000,2.2400000000,DAY,06/18/2026 10:33:59 EDT,06/18/2026 10:33:59 EDT
QQQ260618C00735000,QQQ260618C00735000,Sell,Filled,2,2,2.9100000000,2.9100000000,DAY,06/18/2026 09:54:17 EDT,06/18/2026 09:54:17 EDT
QQQ260618C00735000,QQQ260618C00735000,Sell,Filled,5,5,3.3000000000,3.3000000000,DAY,06/18/2026 09:53:43 EDT,06/18/2026 09:53:43 EDT
QQQ260618C00735000,QQQ260618C00735000,Buy,Filled,7,7,2.1100000000,2.1100000000,DAY,06/18/2026 09:45:02 EDT,06/18/2026 09:45:02 EDT
QQQ260618C00736000,QQQ260618C00736000,Sell,Filled,7,7,1.9300000000,1.9300000000,DAY,06/18/2026 09:43:37 EDT,06/18/2026 09:43:37 EDT
QQQ260618C00736000,QQQ260618C00736000,Buy,Filled,7,7,2.2200000000,2.2200000000,DAY,06/18/2026 09:41:13 EDT,06/18/2026 09:41:13 EDT
QQQ260617P00726000,QQQ260617P00726000,Sell,Filled,29,29,1.4000000000,1.4000000000,DAY,06/17/2026 15:30:16 EDT,06/17/2026 15:30:16 EDT
QQQ260617P00726000,QQQ260617P00726000,Buy,Filled,19,19,1.1300000000,1.1300000000,DAY,06/17/2026 15:27:44 EDT,06/17/2026 15:27:44 EDT
QQQ260617P00726000,QQQ260617P00726000,Buy,Filled,10,10,1.1700000000,1.1700000000,DAY,06/17/2026 15:26:46 EDT,06/17/2026 15:26:46 EDT
QQQ260617C00731000,QQQ260617C00731000,Sell,Filled,30,30,0.9600000000,0.9600000000,DAY,06/17/2026 15:12:53 EDT,06/17/2026 15:12:53 EDT
QQQ260617C00731000,QQQ260617C00731000,Buy,Filled,30,30,0.8700000000,0.8700000000,DAY,06/17/2026 15:11:20 EDT,06/17/2026 15:11:20 EDT
SPY260617C00749000,SPY260617C00749000,Sell,Filled,11,11,0.3100000000,0.3100000000,DAY,06/17/2026 15:07:09 EDT,06/17/2026 15:07:09 EDT
SPY260617C00748000,SPY260617C00748000,Sell,Filled,15,15,0.5700000000,0.5700000000,DAY,06/17/2026 15:07:05 EDT,06/17/2026 15:07:05 EDT
